alert_key,date
368819,405
368727,405
369006,405
368827,405
368724,405
368602,405
368742,405
368750,405
368978,405
369029,405
369017,405
368970,405
368558,405
369021,405
369022,405
368701,405
368974,405
368682,405
368838,405
368587,405
368681,405
368675,405
368734,405
368657,405
368849,405
368568,405
368573,405
368720,405
368518,405
368832,405
369018,405
368988,405
369004,405
368703,405
368582,405
368973,405
368850,405
368544,405
369014,405
368559,405
368600,405
369034,405
368565,405
368524,405
368570,405
369012,405
368709,405
368901,405
368580,405
368996,405
368998,405
368550,405
368728,405
368569,405
369001,405
368588,405
368731,405
368835,405
368745,405
368604,405
368747,405
368852,405
368658,405
368733,405
368718,405
368864,405
368578,405
368729,405
368993,405
368902,405
368585,405
369028,405
368730,405
368723,405
368930,405
368990,405
369007,405
369299,406
369431,406
369441,406
369625,406
369174,406
369152,406
369422,406
369315,406
369296,406
369187,406
369469,406
369337,406
369300,406
369638,406
369186,406
369159,406
369279,406
369193,406
369325,406
369478,406
369294,406
369629,406
369473,406
369465,406
369448,406
369432,406
369191,406
369160,406
369586,406
369472,406
369612,406
369452,406
369306,406
369345,406
369332,406
369617,406
369631,406
369588,406
369154,406
369274,406
369313,406
369336,406
369252,406
369344,406
369176,406
369183,406
369442,406
369145,406
369302,406
369180,406
369456,406
369178,406
369192,406
369450,406
369126,406
369164,406
369474,406
369329,406
369470,406
369462,406
369146,406
369546,406
369121,406
369476,406
369606,406
369597,406
369455,406
369487,406
369308,406
369630,406
369460,406
369177,406
369594,406
369468,406
369605,406
369303,406
369599,406
369421,406
369463,406
369550,406
369321,406
369619,406
369429,406
369430,406
369151,406
369153,406
369328,406
369323,406
369542,406
369593,406
369444,406
369305,406
369486,406
369549,406
369395,406
369464,406
369604,406
369613,406
369585,406
370703,407
370573,407
370733,407
371089,407
371037,407
371092,407
370584,407
371076,407
370567,407
371079,407
370899,407
371068,407
371083,407
370907,407
370880,407
370576,407
370737,407
370719,407
371094,407
370538,407
370582,407
370580,407
371091,407
370697,407
370748,407
370518,407
370693,407
370707,407
371088,407
370734,407
371048,407
371058,407
370886,407
370553,407
370569,407
370557,407
370929,407
370885,407
370712,407
371047,407
370918,407
370925,407
370818,407
371072,407
371074,407
370889,407
370900,407
370931,407
371060,407
370695,407
371097,407
370891,407
370523,407
371084,407
370817,407
370749,407
370906,407
370579,407
370577,407
370561,407
371069,407
370588,407
370551,407
370565,407
370539,407
370578,407
371082,407
371106,407
370924,407
370545,407
371035,407
370547,407
370902,407
370571,407
370909,407
370724,407
371105,407
370709,407
371066,407
370718,407
371078,407
370731,407
370926,407
370701,407
370711,407
370736,407
370558,407
370910,407
371071,407
371016,407
370834,407
370542,407
370554,407
370560,407
370913,407
370592,407
371062,407
371065,407
370591,407
370896,407
370552,407
370843,407
370919,407
370743,407
370570,407
371598,410
371595,410
371643,410
371378,410
371788,410
371656,410
371294,410
371362,410
371829,410
371402,410
371291,410
371280,410
371624,410
371751,410
371642,410
371289,410
371796,410
371811,410
371627,410
371621,410
371295,410
371293,410
371420,410
371636,410
371637,410
371771,410
371597,410
371262,410
371613,410
371299,410
371275,410
371267,410
371633,410
371797,410
371588,410
371601,410
371599,410
371264,410
371810,410
371406,410
371826,410
371749,410
371550,410
371617,410
371363,410
371279,410
371781,410
371786,410
371417,410
371375,410
371589,410
371404,410
371260,410
371801,410
371401,410
371625,410
371832,410
371815,410
371288,410
371369,410
371265,410
371792,410
371793,410
371618,410
371620,410
371360,410
371584,410
371586,410
371254,410
371610,410
371387,410
371813,410
371376,410
371604,410
371520,410
371609,410
371605,410
371778,410
371629,410
371292,410
371780,410
371634,410
371281,410
371250,410
371271,410
371649,410
371421,410
371819,410
371379,410
371638,410
371768,410
371286,410
371270,410
371407,410
371774,410
371557,410
371408,410
371628,410
371626,410
371300,410
371551,410
371370,410
371639,410
371405,410
371393,410
371622,410
371772,410
371283,410
371795,410
371614,410
371571,410
371825,410
371228,410
371773,410
371415,410
371657,410
371593,410
371255,410
371411,410
371655,410
371971,411
371989,411
372119,411
372128,411
372124,411
372252,411
371950,411
372129,411
372346,411
372345,411
372085,411
372131,411
372137,411
372263,411
371930,411
372351,411
372201,411
372096,411
371983,411
372248,411
372251,411
372347,411
372109,411
372247,411
371992,411
372352,411
372099,411
372309,411
372451,411
372332,411
372230,411
372343,411
372328,411
372324,411
371962,411
372326,411
371970,411
372358,411
372261,411
371978,411
372110,411
372305,411
372222,411
372255,411
371990,411
372226,411
371926,411
372245,411
371961,411
371963,411
372259,411
372164,411
372329,411
372323,411
372130,411
372310,411
372241,411
372097,411
372249,411
372340,411
372359,411
372125,411
371969,411
372357,411
372339,411
372232,411
372264,411
372107,411
372136,411
372103,411
371960,411
371980,411
372331,411
372102,411
372341,411
372231,411
372112,411
371957,411
371984,411
372282,411
372320,411
372090,411
371967,411
372133,411
372964,412
372692,412
372701,412
372959,412
372569,412
372909,412
372673,412
372512,412
372787,412
372546,412
372811,412
372736,412
372534,412
372540,412
372903,412
372804,412
372887,412
372541,412
372688,412
372636,412
372554,412
372907,412
372891,412
372781,412
372805,412
372557,412
372815,412
372765,412
372795,412
372802,412
372770,412
372679,412
372558,412
372877,412
372793,412
372901,412
372743,412
372769,412
372879,412
372898,412
372965,412
372904,412
372962,412
372843,412
372702,412
372812,412
372796,412
372683,412
372678,412
372782,412
372556,412
372570,412
372893,412
372803,412
372786,412
372767,412
372810,412
372902,412
372888,412
372958,412
372563,412
372895,412
372794,412
372711,412
372914,412
372689,412
372792,412
372882,412
372657,412
372533,412
372704,412
372788,412
372896,412
372806,412
372875,412
372874,412
373476,413
373378,413
373104,413
373105,413
373362,413
373123,413
373070,413
373237,413
373371,413
373113,413
373383,413
373106,413
373121,413
373392,413
373271,413
373214,413
373373,413
373095,413
373480,413
373248,413
373436,413
373267,413
373452,413
373445,413
373473,413
373124,413
373232,413
373235,413
373466,413
373344,413
373111,413
373460,413
373461,413
373249,413
373254,413
373405,413
373218,413
373210,413
373120,413
373217,413
373428,413
373443,413
373477,413
373442,413
373114,413
373444,413
373102,413
373447,413
373257,413
373391,413
373256,413
373112,413
373384,413
373243,413
373424,413
373260,413
373253,413
373213,413
373182,413
373238,413
373468,413
373091,413
373515,413
373109,413
373469,413
373252,413
373472,413
373380,413
373088,413
373453,413
373439,413
373250,413
373446,413
373435,413
373475,413
373245,413
373258,413
373467,413
373275,413
373369,413
373953,414
374119,414
373773,414
373814,414
374134,414
373674,414
373644,414
373667,414
373958,414
373673,414
373822,414
373672,414
373965,414
373658,414
374115,414
373653,414
373823,414
373974,414
373623,414
373984,414
374172,414
374146,414
373683,414
374127,414
373827,414
373835,414
373966,414
373805,414
374113,414
373996,414
373928,414
374140,414
374074,414
373821,414
373933,414
373796,414
373896,414
374116,414
374107,414
373650,414
373931,414
374139,414
373991,414
373654,414
373813,414
373964,414
373824,414
373972,414
373949,414
373804,414
373680,414
373992,414
373950,414
373971,414
373670,414
373987,414
374098,414
373983,414
373685,414
374114,414
373932,414
373963,414
373669,414
373675,414
374131,414
373684,414
373825,414
373681,414
373657,414
374122,414
374126,414
374123,414
374078,414
373652,414
374125,414
373967,414
373816,414
374754,417
374765,417
374329,417
374292,417
374607,417
374581,417
374751,417
374320,417
374402,417
374773,417
374427,417
374630,417
374739,417
374788,417
374576,417
374455,417
374783,417
374294,417
374776,417
374434,417
374318,417
374600,417
374432,417
374425,417
374500,417
374604,417
374610,417
374456,417
374787,417
374452,417
374741,417
374713,417
374577,417
374448,417
374554,417
374764,417
374328,417
374779,417
374732,417
374302,417
374784,417
374259,417
374769,417
374325,417
374463,417
374525,417
374315,417
374551,417
374734,417
374556,417
374428,417
374632,417
374437,417
374620,417
374313,417
374824,417
374316,417
374446,417
374593,417
374462,417
374575,417
374582,417
374603,417
374308,417
374602,417
374731,417
374327,417
374465,417
374303,417
374289,417
374601,417
374615,417
374429,417
374755,417
374770,417
374330,417
374447,417
374310,417
374464,417
374622,417
374624,417
374758,417
374605,417
374756,417
374296,417
374757,417
374738,417
374419,417
374777,417
374305,417
374608,417
374293,417
374426,417
374558,417
374590,417
375310,418
375299,418
375304,418
375053,418
375194,418
375028,418
375210,418
374915,418
375292,418
375315,418
375294,418
374918,418
375185,418
375321,418
375303,418
375264,418
375051,418
375166,418
375282,418
374940,418
375296,418
375209,418
374936,418
375285,418
374929,418
375307,418
374939,418
374927,418
374908,418
375313,418
375037,418
374919,418
375177,418
375171,418
375126,418
374913,418
375311,418
375301,418
375063,418
375312,418
375178,418
375035,418
375191,418
374928,418
375040,418
375048,418
375318,418
375293,418
374926,418
374914,418
375049,418
375195,418
375369,418
375147,418
375295,418
375265,418
375297,418
375174,418
375284,418
375197,418
374905,418
375060,418
374920,418
375306,418
375203,418
374903,418
374912,418
374904,418
374906,418
374931,418
375918,419
375995,419
375450,419
375463,419
375901,419
375776,419
375452,419
375437,419
375920,419
375599,419
375911,419
375621,419
375562,419
375471,419
375792,419
375751,419
375780,419
375781,419
375594,419
375469,419
375775,419
375896,419
375858,419
375453,419
375778,419
375916,419
375470,419
375615,419
375921,419
375932,419
375909,419
375601,419
375912,419
375782,419
375617,419
375760,419
375919,419
375602,419
375457,419
375588,419
375910,419
375557,419
375622,419
375763,419
375908,419
375465,419
375696,419
375587,419
375442,419
375904,419
375567,419
375924,419
375474,419
375454,419
375891,419
375784,419
375786,419
375903,419
375791,419
375761,419
375922,419
375610,419
375774,419
375913,419
375473,419
375605,419
375408,419
375625,419
375409,419
375931,419
375609,419
375478,419
375754,419
375460,419
375889,419
375857,419
375618,419
375436,419
376227,420
376335,420
376488,420
376350,420
376093,420
376235,420
376080,420
376120,420
376299,420
376493,420
376233,420
376500,420
376336,420
376477,420
376476,420
376511,420
376495,420
376091,420
376083,420
376102,420
376226,420
376358,420
376073,420
376117,420
376232,420
376503,420
376489,420
376328,420
376326,420
376323,420
376355,420
376345,420
376123,420
376098,420
376422,420
376339,420
376567,420
376100,420
376329,420
376116,420
376304,420
376349,420
376449,420
376216,420
376504,420
376242,420
376446,420
376096,420
376081,420
376512,420
376108,420
376338,420
376333,420
376234,420
376502,420
376487,420
376348,420
376454,420
376243,420
376215,420
376110,420
376103,420
376496,420
376109,420
376486,420
376490,420
376049,420
376359,420
376191,420
376094,420
376092,420
376088,420
376046,420
376478,420
376086,420
376112,420
376894,421
376658,421
376867,421
376920,421
376638,421
376881,421
376810,421
377157,421
376890,421
376754,421
376911,421
376912,421
376670,421
376901,421
377037,421
376785,421
377202,421
376932,421
376882,421
376904,421
376657,421
376674,421
376646,421
376679,421
377205,421
376669,421
376873,421
376908,421
377183,421
377213,421
376905,421
376861,421
376811,421
377196,421
376653,421
376668,421
376832,421
376980,421
376909,421
376993,421
377203,421
376885,421
376865,421
376979,421
376888,421
376892,421
377001,421
376876,421
376684,421
376836,421
376886,421
376839,421
376906,421
376667,421
377186,421
376877,421
376879,421
376897,421
376618,421
376644,421
376640,421
376896,421
376649,421
376680,421
376889,421
377194,421
376878,421
376986,421
376887,421
376919,421
376914,421
376825,421
376995,421
376999,421
376900,421
376781,421
377356,424
377459,424
377365,424
377627,424
377364,424
377504,424
377796,424
377451,424
377471,424
377473,424
377489,424
377455,424
377333,424
377638,424
377498,424
377479,424
377779,424
377480,424
377801,424
377639,424
377360,424
377791,424
377338,424
377607,424
377353,424
377350,424
377775,424
377647,424
377460,424
377713,424
377766,424
377449,424
377494,424
377778,424
377371,424
377476,424
377351,424
377615,424
377358,424
377642,424
377798,424
377482,424
377467,424
377454,424
377601,424
377776,424
377490,424
377783,424
377629,424
377432,424
377652,424
377857,424
377457,424
377331,424
377576,424
377786,424
377774,424
377640,424
377610,424
377632,424
377448,424
377767,424
377349,424
377362,424
377738,424
377303,424
377735,424
377428,424
377761,424
377624,424
377450,424
377497,424
377472,424
377792,424
377784,424
377777,424
377604,424
377478,424
377361,424
377618,424
377320,424
377628,424
377464,424
377372,424
377651,424
377807,424
377808,424
377793,424
377648,424
377797,424
378401,425
378428,425
378229,425
377958,425
378101,425
377924,425
378083,425
378377,425
378237,425
378396,425
378102,425
378407,425
378304,425
378245,425
378094,425
378186,425
378306,425
378071,425
378391,425
377952,425
378027,425
378379,425
378384,425
378403,425
377898,425
378303,425
378251,425
378103,425
377964,425
378380,425
378082,425
378419,425
378414,425
378018,425
378068,425
377901,425
378187,425
378395,425
378239,425
378406,425
378223,425
378388,425
378106,425
378381,425
377927,425
378404,425
378215,425
377933,425
378067,425
378405,425
378410,425
377931,425
378397,425
378189,425
378075,425
378076,425
378231,425
378427,425
378230,425
377922,425
378426,425
378054,425
378049,425
378240,425
377962,425
378249,425
378060,425
378409,425
377954,425
378078,425
