alert_key,sar_flag,set_name
172715,0,train
172201,0,train
172548,0,train
172238,0,train
172544,0,train
172461,0,train
172635,0,train
172029,0,train
172011,0,train
172002,0,train
172660,0,train
171984,0,train
172389,0,train
172012,0,train
172038,0,train
172003,0,train
172176,0,train
171970,0,train
172512,0,train
172198,0,train
171959,0,train
172557,0,train
172255,0,train
172248,0,train
172009,0,train
172659,0,train
172485,0,train
172225,0,train
172456,0,train
172666,0,train
172498,0,train
172058,0,train
172671,0,train
172228,0,train
172497,0,train
172670,0,train
172520,0,train
171996,0,train
172384,0,train
172555,0,train
171961,0,train
172242,0,train
172470,0,train
172208,0,train
172471,0,train
172656,0,train
172211,0,train
172245,0,train
172224,0,train
172387,0,train
172229,0,train
171986,0,train
172436,0,train
172375,0,train
172368,0,train
172643,0,train
172026,0,train
172251,0,train
172540,0,train
172529,0,train
172553,0,train
172634,0,train
172353,0,train
172040,0,train
172513,0,train
172663,0,train
171997,0,train
172492,0,train
172477,0,train
172230,0,train
172199,0,train
172365,0,train
172472,0,train
172549,0,train
172219,0,train
173986,0,train
172910,0,train
172906,0,train
173935,0,train
173232,0,train
173270,0,train
172919,0,train
173514,0,train
173875,0,train
173933,0,train
173814,0,train
173813,0,train
173572,0,train
173940,0,train
173526,0,train
172826,0,train
173224,0,train
173547,0,train
173616,0,train
173528,0,train
173191,0,train
173569,0,train
173249,0,train
173311,0,train
172812,0,train
172858,0,train
172900,0,train
172943,0,train
173278,0,train
172934,0,train
173521,0,train
173943,0,train
172881,0,train
173900,0,train
173911,0,train
172926,0,train
172885,0,train
172938,0,train
173272,0,train
173984,0,train
173294,0,train
173241,0,train
172873,0,train
173578,0,train
173934,0,train
173583,0,train
172891,0,train
172893,0,train
172855,0,train
173586,0,train
173281,0,train
173260,0,train
172947,0,train
173290,0,train
173929,0,train
173997,0,train
173611,0,train
173184,0,train
173495,0,train
172915,0,train
173529,0,train
173902,0,train
173298,0,train
172939,0,train
173176,0,train
173598,0,train
173846,0,train
173597,0,train
173905,0,train
173274,0,train
173815,0,train
173255,0,train
173516,0,train
172897,0,train
173496,0,train
173581,0,train
173593,0,train
173965,0,train
172886,0,train
173608,0,train
172932,0,train
172945,0,train
172901,0,train
173614,0,train
173931,0,train
173266,0,train
172918,0,train
174087,0,train
172814,0,train
173546,0,train
173982,0,train
172846,0,train
173849,0,train
172892,0,train
173619,0,train
172912,0,train
173612,0,train
173288,0,train
173280,0,train
173590,0,train
173955,0,train
173549,0,train
172898,0,train
173254,0,train
173948,0,train
173922,0,train
173279,0,train
173273,0,train
173295,0,train
172875,0,train
173300,0,train
173252,0,train
173835,0,train
173926,0,train
173595,0,train
172913,0,train
173927,0,train
172956,0,train
173952,0,train
173828,0,train
173235,0,train
173925,0,train
172928,0,train
173605,0,train
173234,0,train
173601,0,train
173173,0,train
172931,0,train
173958,0,train
173548,0,train
173959,0,train
173567,0,train
173256,0,train
173600,0,train
173505,0,train
173945,0,train
172883,0,train
173615,0,train
172905,0,train
173545,0,train
173627,0,train
172802,0,train
173164,0,train
172878,0,train
173517,0,train
172817,0,train
173856,0,train
172884,0,train
173269,0,train
173621,0,train
173206,0,train
172914,0,train
173592,0,train
173603,0,train
173596,0,train
172930,0,train
173641,0,train
172848,0,train
173622,0,train
173513,0,train
173857,0,train
173570,0,train
173172,0,train
173265,0,train
173177,0,train
173226,0,train
172909,0,train
173962,0,train
173267,0,train
173225,0,train
173920,0,train
173818,0,train
173908,0,train
173877,0,train
172955,0,train
173518,0,train
173599,0,train
174522,0,train
174628,0,train
174511,0,train
174491,0,train
174227,0,train
174531,0,train
174524,0,train
174233,0,train
174681,0,train
174544,0,train
174728,0,train
174346,0,train
174646,0,train
174242,0,train
174318,0,train
174475,0,train
174670,0,train
174342,0,train
174234,0,train
174323,0,train
174664,0,train
174239,0,train
174344,0,train
174590,0,train
174251,0,train
174253,0,train
174350,0,train
174694,0,train
174662,0,train
174254,0,train
174326,0,train
174298,1,train
174332,0,train
174534,0,train
174533,0,train
174345,0,train
174492,0,train
174341,0,train
174202,0,train
174543,0,train
174679,0,train
174245,0,train
174532,0,train
174526,0,train
174680,0,train
174497,0,train
174514,0,train
174327,0,train
174677,0,train
174231,0,train
174240,0,train
174353,0,train
174519,0,train
174338,0,train
174255,0,train
174686,0,train
174211,0,train
174334,0,train
174674,0,train
174539,0,train
174667,0,train
174596,0,train
174329,0,train
174241,0,train
174261,0,train
174656,0,train
174663,0,train
174336,0,train
174247,0,train
174322,0,train
174248,0,train
174518,0,train
174541,0,train
174493,0,train
174547,0,train
174528,0,train
174246,0,train
174339,0,train
174545,0,train
174685,0,train
174551,0,train
174689,0,train
174658,0,train
174986,0,train
175136,0,train
174847,0,train
174996,0,train
175146,0,train
175110,0,train
175143,0,train
175277,0,train
174984,0,train
175135,0,train
174987,0,train
175260,0,train
175285,0,train
175276,0,train
175279,0,train
174829,0,train
174998,0,train
174857,0,train
175274,0,train
174991,0,train
175266,0,train
175255,0,train
174844,0,train
174862,0,train
174840,0,train
175262,0,train
174992,0,train
175290,0,train
175264,0,train
174837,0,train
175263,0,train
175324,0,train
174997,0,train
174849,0,train
175041,0,train
174863,0,train
175131,0,train
174995,0,train
174988,0,train
174957,0,train
175250,0,train
175281,0,train
175253,0,train
174993,0,train
175247,0,train
175004,0,train
175010,0,train
175045,0,train
174838,0,train
174833,0,train
174834,0,train
175225,0,train
175120,0,train
175273,0,train
175271,0,train
175043,0,train
175000,0,train
175227,0,train
174851,0,train
175142,0,train
174839,0,train
175251,0,train
175134,0,train
175049,0,train
175278,0,train
175265,0,train
175127,0,train
175003,0,train
174855,0,train
174976,0,train
174852,0,train
174952,0,train
175044,0,train
174859,0,train
175144,0,train
175140,0,train
175283,0,train
175132,0,train
174812,0,train
174979,0,train
175280,0,train
175124,0,train
175118,0,train
174867,0,train
174802,0,train
175130,0,train
177193,0,train
176199,0,train
176823,0,train
177664,0,train
176115,0,train
175628,0,train
176550,0,train
176205,0,train
176331,0,train
177562,0,train
177168,0,train
176280,0,train
175862,0,train
177649,0,train
176363,0,train
176352,0,train
177354,0,train
177284,0,train
175763,0,train
177297,0,train
177648,0,train
175415,0,train
176010,0,train
175813,0,train
177440,0,train
175979,0,train
175900,0,train
176953,0,train
176654,0,train
176966,0,train
177396,0,train
176438,0,train
177567,0,train
175988,0,train
175869,0,train
175931,0,train
176226,0,train
175854,0,train
176039,0,train
176006,0,train
176173,0,train
176464,0,train
177229,0,train
177590,0,train
175446,0,train
177441,0,train
176195,0,train
175525,0,train
177282,0,train
177100,0,train
176361,0,train
177644,0,train
177018,0,train
176279,0,train
176579,0,train
177190,0,train
177324,0,train
175955,0,train
177074,0,train
177149,0,train
175466,0,train
175649,0,train
176404,0,train
176551,0,train
176344,0,train
177355,0,train
176997,0,train
176087,0,train
175770,0,train
176679,0,train
175960,0,train
176866,0,train
175410,0,train
175526,0,train
177412,0,train
176225,0,train
176135,0,train
176920,0,train
175426,0,train
175902,0,train
177479,0,train
175855,0,train
175630,0,train
176648,0,train
177136,0,train
177020,0,train
175684,0,train
176749,0,train
177431,0,train
176678,0,train
176789,0,train
176891,0,train
177426,0,train
175858,0,train
176996,0,train
176001,0,train
177585,0,train
176313,0,train
177374,0,train
175604,0,train
177362,0,train
176769,0,train
175973,0,train
176970,0,train
176553,0,train
177553,0,train
176067,0,train
175699,0,train
177415,0,train
176637,0,train
177638,0,train
177606,0,train
177162,0,train
175883,0,train
176152,0,train
176415,0,train
176978,0,train
177406,0,train
177463,0,train
176392,0,train
176557,0,train
175459,0,train
177375,0,train
177571,0,train
177054,0,train
175613,0,train
177443,0,train
175948,0,train
175904,0,train
175486,0,train
176270,0,train
177087,0,train
177618,0,train
177086,0,train
177013,0,train
176099,0,train
175820,0,train
177222,0,train
176695,0,train
175901,0,train
177383,0,train
176274,0,train
175571,0,train
176806,0,train
177624,0,train
176409,0,train
177623,0,train
176629,0,train
176941,0,train
176524,0,train
176826,0,train
176754,0,train
175841,0,train
176790,0,train
177042,0,train
175566,0,train
176809,0,train
175524,0,train
176901,0,train
176782,0,train
176592,0,train
177394,0,train
176706,0,train
175916,0,train
176306,0,train
177667,0,train
176760,0,train
176964,0,train
177598,0,train
176430,0,train
176193,0,train
176578,0,train
175859,0,train
176801,0,train
176958,0,train
177342,0,train
175643,0,train
176738,0,train
176091,0,train
175412,0,train
177135,0,train
175518,0,train
177263,0,train
175998,0,train
177563,0,train
175825,0,train
176574,0,train
177339,0,train
177565,0,train
176462,0,train
175683,0,train
177432,0,train
175582,0,train
176724,0,train
175819,0,train
177157,0,train
177409,0,train
175777,0,train
176018,0,train
177085,0,train
177121,0,train
175831,0,train
175420,0,train
175892,0,train
176652,0,train
177478,0,train
175734,0,train
176194,0,train
175477,0,train
176071,0,train
177388,0,train
175810,0,train
175455,0,train
175597,0,train
176643,0,train
176321,0,train
176980,0,train
176659,0,train
175464,0,train
177216,0,train
175636,0,train
177368,0,train
175444,0,train
177045,0,train
177345,0,train
177039,0,train
177358,0,train
177357,0,train
175538,0,train
176346,0,train
175843,0,train
176231,0,train
175991,0,train
175744,0,train
175867,0,train
177467,0,train
175958,0,train
175401,0,train
177050,0,train
176869,0,train
175978,0,train
176577,0,train
175474,0,train
176534,0,train
177256,0,train
176356,0,train
176086,0,train
176191,0,train
175774,0,train
175756,0,train
176456,0,train
175561,0,train
175510,0,train
177337,0,train
177022,0,train
177124,0,train
177209,0,train
177628,0,train
176632,0,train
176292,0,train
175626,0,train
175697,0,train
176424,0,train
176007,0,train
177171,0,train
176444,0,train
177651,0,train
176343,0,train
177402,0,train
176736,0,train
175563,0,train
176792,0,train
177420,0,train
177276,0,train
177316,0,train
176207,0,train
176763,0,train
176714,0,train
175504,0,train
177030,0,train
176733,0,train
176089,0,train
176182,0,train
175738,0,train
175549,0,train
177134,0,train
177228,0,train
177180,0,train
176918,0,train
177083,0,train
177390,0,train
176398,0,train
177203,0,train
176020,0,train
175799,0,train
176540,0,train
175516,0,train
177166,0,train
176253,0,train
175924,0,train
176988,0,train
176799,0,train
176241,0,train
177630,0,train
175897,0,train
176814,0,train
175632,0,train
177607,0,train
175772,0,train
177313,0,train
176301,0,train
176467,0,train
176967,0,train
176121,0,train
176771,0,train
176230,0,train
176170,0,train
177447,0,train
176735,0,train
176975,0,train
175400,0,train
176373,0,train
176248,0,train
177197,0,train
176428,0,train
177561,0,train
176751,0,train
177661,0,train
177382,0,train
175944,0,train
175912,0,train
177395,0,train
177459,0,train
177537,0,train
176628,0,train
176340,0,train
175798,0,train
177436,0,train
176353,0,train
176597,0,train
177163,0,train
177569,0,train
177035,0,train
176960,0,train
177391,0,train
177361,0,train
177301,0,train
176610,0,train
176516,0,train
176129,0,train
175556,0,train
175590,0,train
176487,0,train
175589,0,train
176747,0,train
176412,0,train
177643,0,train
177060,0,train
177000,0,train
175620,0,train
175478,0,train
176002,0,train
176397,0,train
177173,0,train
176138,0,train
175505,0,train
175411,0,train
176959,0,train
176166,0,train
176650,0,train
175617,0,train
175577,0,train
176744,0,train
177435,0,train
176661,0,train
176186,0,train
176753,0,train
177632,0,train
176085,0,train
176860,0,train
176595,0,train
176768,0,train
177107,0,train
177062,0,train
177633,0,train
175595,0,train
176772,0,train
177338,0,train
176585,0,train
175552,0,train
177231,0,train
175826,0,train
176033,0,train
177341,0,train
176425,0,train
176741,0,train
175422,0,train
175427,0,train
176003,0,train
175785,0,train
176440,0,train
177206,0,train
175492,0,train
175507,0,train
177578,0,train
176158,0,train
177445,0,train
175815,0,train
177438,0,train
176399,0,train
177048,0,train
177695,0,train
175433,0,train
175863,0,train
177344,0,train
175928,0,train
176509,0,train
177642,0,train
177477,0,train
176293,0,train
176963,0,train
176798,0,train
176537,0,train
177275,0,train
177465,0,train
176247,0,train
177169,0,train
177413,0,train
175848,0,train
176188,0,train
175564,0,train
177379,0,train
176072,0,train
176776,0,train
177200,0,train
176228,0,train
176992,0,train
177017,0,train
177145,0,train
175853,0,train
177277,0,train
176536,0,train
175470,0,train
176322,0,train
175735,0,train
176053,0,train
176324,0,train
176172,0,train
176221,0,train
176785,0,train
177365,0,train
176566,0,train
177186,0,train
176947,0,train
176868,0,train
177091,0,train
175646,0,train
175456,0,train
176641,0,train
176701,0,train
175847,0,train
176297,0,train
175929,0,train
176575,0,train
175745,0,train
175541,0,train
176332,0,train
177476,0,train
177620,0,train
175452,0,train
177212,0,train
175431,0,train
176163,0,train
176445,0,train
176717,0,train
175651,0,train
175635,0,train
176403,0,train
175553,0,train
176391,0,train
177287,0,train
176426,0,train
175521,0,train
177451,0,train
176824,0,train
175959,0,train
176238,0,train
177613,0,train
177400,0,train
175896,0,train
176502,0,train
176933,0,train
177576,0,train
176154,0,train
176609,0,train
176546,0,train
176740,0,train
176521,0,train
177389,0,train
176275,0,train
177416,0,train
176525,0,train
175726,0,train
177156,0,train
177138,0,train
176832,0,train
175701,0,train
176486,0,train
175752,0,train
176660,0,train
175572,0,train
177080,0,train
177176,0,train
177021,0,train
177480,0,train
175586,0,train
175491,0,train
176227,0,train
175779,0,train
176699,0,train
176204,0,train
176969,0,train
175969,0,train
176986,0,train
175907,0,train
177070,0,train
175555,0,train
177067,0,train
176766,0,train
176611,0,train
175413,0,train
176888,0,train
177434,0,train
177041,0,train
176943,0,train
177636,0,train
176024,0,train
175953,0,train
176023,0,train
176219,0,train
175845,0,train
176389,0,train
175581,0,train
175935,0,train
176598,0,train
175737,0,train
176904,0,train
176120,0,train
177109,0,train
175967,0,train
177068,0,train
176066,0,train
175930,0,train
177114,0,train
175432,0,train
177656,0,train
176581,0,train
177078,0,train
177356,0,train
175447,0,train
176063,0,train
176385,0,train
175488,0,train
177591,0,train
176476,0,train
176555,0,train
176040,0,train
175974,0,train
175927,0,train
177298,0,train
176185,0,train
176094,0,train
175540,0,train
176614,0,train
176414,0,train
175983,0,train
175824,0,train
175585,0,train
176441,0,train
176117,0,train
177602,0,train
177575,0,train
177373,0,train
177141,0,train
176591,0,train
177641,0,train
176362,0,train
176011,0,train
176791,0,train
175631,0,train
175811,0,train
176640,0,train
176616,0,train
176064,0,train
176041,0,train
175718,0,train
177154,0,train
177577,0,train
175608,0,train
177360,0,train
175964,0,train
177381,0,train
177405,0,train
176805,0,train
177594,0,train
177378,0,train
175551,0,train
177393,0,train
176926,0,train
176004,0,train
177175,0,train
177004,0,train
177428,0,train
175664,0,train
176690,0,train
175596,0,train
175742,0,train
175705,0,train
176990,0,train
176620,0,train
175913,0,train
176757,0,train
175838,0,train
176836,0,train
175498,0,train
176548,0,train
175602,0,train
176061,0,train
176811,0,train
177194,0,train
177133,0,train
177583,0,train
176005,0,train
175921,0,train
176713,0,train
176765,0,train
177654,0,train
175830,0,train
176715,0,train
177588,0,train
175999,0,train
176796,0,train
176294,0,train
176703,0,train
176314,0,train
177217,0,train
175493,0,train
175724,0,train
177223,0,train
177424,0,train
175467,0,train
177178,0,train
176694,0,train
176827,0,train
177564,0,train
175531,0,train
177311,0,train
176492,0,train
177329,0,train
176756,0,train
176189,0,train
177289,0,train
175987,0,train
175852,0,train
176894,0,train
176077,0,train
177057,0,train
176372,0,train
176952,0,train
176245,0,train
175527,0,train
176216,0,train
175648,0,train
176285,0,train
175802,0,train
176096,0,train
175780,0,train
176750,0,train
175490,0,train
176725,0,train
176685,0,train
176254,0,train
177552,0,train
175947,0,train
176639,0,train
176968,0,train
176563,0,train
175580,0,train
176780,0,train
175736,0,train
177155,0,train
176710,0,train
176256,0,train
177433,0,train
176125,0,train
175749,0,train
177161,0,train
176936,0,train
176993,0,train
177653,0,train
176037,0,train
176131,0,train
175583,0,train
176019,0,train
177348,0,train
177191,0,train
177160,0,train
177404,0,train
176036,0,train
176171,0,train
176788,0,train
175548,0,train
177330,0,train
175462,0,train
176697,0,train
176470,0,train
175972,0,train
177227,0,train
176118,0,train
175600,0,train
175485,0,train
177574,0,train
175956,0,train
176716,0,train
176817,0,train
175990,0,train
176181,0,train
176593,0,train
177422,0,train
176683,0,train
176692,0,train
175619,0,train
175832,0,train
176518,0,train
176081,0,train
175423,0,train
176559,0,train
177353,0,train
177044,0,train
176580,0,train
176377,0,train
176576,0,train
176748,0,train
176775,0,train
175637,0,train
177224,0,train
177059,0,train
175576,0,train
176673,0,train
176608,0,train
176348,0,train
176582,0,train
176114,0,train
175569,0,train
175980,0,train
175528,0,train
177005,0,train
176859,0,train
176671,0,train
177621,0,train
175775,0,train
176436,0,train
175884,0,train
175508,0,train
176022,0,train
176649,0,train
175482,0,train
176839,0,train
175936,0,train
175957,0,train
176519,0,train
175560,0,train
176638,0,train
175986,0,train
176471,0,train
176407,0,train
176618,0,train
175766,0,train
175661,0,train
176396,0,train
176533,0,train
175792,0,train
176951,0,train
175674,0,train
175453,0,train
175932,0,train
175725,0,train
176861,0,train
177152,0,train
175823,0,train
176662,0,train
177012,0,train
177144,0,train
176218,0,train
176948,0,train
176134,0,train
176916,0,train
175416,0,train
175545,0,train
177592,0,train
176068,0,train
176217,0,train
176244,0,train
176351,0,train
177184,0,train
176680,0,train
175837,0,train
175946,0,train
176215,0,train
176653,0,train
176994,0,train
177235,0,train
176095,0,train
176249,0,train
176691,0,train
177593,0,train
177016,0,train
177187,0,train
177455,0,train
177582,0,train
175402,0,train
177108,0,train
175657,0,train
175954,0,train
176434,0,train
176475,0,train
176008,0,train
176599,0,train
177437,0,train
175487,0,train
176167,0,train
175963,0,train
175434,0,train
176770,0,train
176082,0,train
177280,0,train
177392,0,train
176808,0,train
175995,0,train
175640,0,train
176339,0,train
176465,0,train
176480,0,train
175743,0,train
176708,0,train
176663,0,train
176092,0,train
177376,0,train
175530,0,train
175475,0,train
176568,0,train
176045,0,train
177637,0,train
176116,0,train
176544,0,train
177025,0,train
177142,0,train
176807,0,train
176797,0,train
177310,0,train
176168,0,train
175562,0,train
175971,0,train
175702,0,train
175471,0,train
175610,0,train
176589,0,train
176400,0,train
177411,0,train
177076,0,train
175761,0,train
176630,0,train
175894,0,train
176998,0,train
175704,0,train
176119,0,train
177581,0,train
177609,0,train
177182,0,train
176602,0,train
177385,0,train
176016,0,train
175554,0,train
177205,0,train
177559,0,train
177199,0,train
177650,0,train
176624,0,train
177439,0,train
176261,0,train
177272,0,train
177616,0,train
175919,0,train
177603,0,train
175759,0,train
176054,0,train
177208,0,train
176539,0,train
177655,0,train
176402,0,train
175808,0,train
175940,0,train
175754,0,train
177410,0,train
175985,0,train
176208,0,train
176726,0,train
176634,0,train
175511,0,train
177101,0,train
176136,0,train
176187,0,train
175714,0,train
177215,0,train
177558,0,train
175833,0,train
176942,0,train
175522,0,train
177204,0,train
176190,0,train
176821,0,train
177333,0,train
175673,0,train
177159,0,train
175720,0,train
176531,0,train
177370,0,train
175463,0,train
175796,0,train
176510,0,train
177589,0,train
176696,0,train
177572,0,train
176619,0,train
176626,0,train
176871,0,train
176702,0,train
175615,0,train
176184,0,train
177064,0,train
175437,0,train
177610,0,train
175419,0,train
177332,0,train
175603,0,train
177625,0,train
176504,0,train
177279,0,train
176621,0,train
176961,0,train
177244,0,train
177299,0,train
176319,0,train
177106,0,train
176401,0,train
177026,0,train
175543,0,train
175760,0,train
175933,0,train
176073,0,train
175700,0,train
176111,0,train
175479,0,train
177579,0,train
176787,0,train
175914,0,train
176565,0,train
176320,0,train
177295,0,train
175653,0,train
177110,0,train
177027,0,train
176872,0,train
176065,0,train
177254,0,train
175762,0,train
176240,0,train
177464,0,train
176034,0,train
176778,0,train
177105,0,train
176773,0,train
176833,0,train
176914,0,train
176646,0,train
177599,0,train
176514,0,train
177449,0,train
177220,0,train
176635,0,train
176224,0,train
176562,0,train
175938,0,train
175441,0,train
176251,0,train
175641,0,train
177596,0,train
176687,0,train
176657,0,train
176178,0,train
176962,0,train
176214,0,train
175961,0,train
176759,0,train
176523,0,train
175787,0,train
175881,0,train
176561,0,train
176083,0,train
175789,0,train
177814,0,train
177796,0,train
177979,0,train
178237,0,train
178179,0,train
178186,0,train
178181,0,train
177972,0,train
178009,0,train
178001,0,train
177990,0,train
177958,0,train
178193,0,train
177960,1,train
178183,0,train
177788,1,train
178208,0,train
178128,0,train
177942,0,train
178007,0,train
177993,0,train
177893,0,train
178148,0,train
177795,0,train
177790,0,train
178006,0,train
177764,0,train
178169,0,train
177961,0,train
178050,0,train
177965,0,train
177925,0,train
177943,0,train
178207,0,train
177967,0,train
177957,0,train
178187,0,train
177948,0,train
177800,0,train
177816,0,train
178199,0,train
178167,0,train
178003,0,train
177986,0,train
177894,0,train
177803,0,train
177995,0,train
178191,0,train
177813,0,train
178178,0,train
177806,0,train
177809,0,train
177954,0,train
178147,0,train
177950,0,train
178004,0,train
177928,0,train
177825,0,train
178204,0,train
177798,0,train
177810,0,train
177804,0,train
178188,0,train
177769,0,train
177823,0,train
178185,0,train
177819,0,train
178198,0,train
178260,0,train
177818,0,train
177805,0,train
178013,0,train
177821,0,train
178010,0,train
177888,0,train
177951,0,train
178000,0,train
177976,0,train
177792,0,train
178206,0,train
178203,0,train
177817,0,train
177826,0,train
177966,0,train
178464,0,train
178743,0,train
179004,0,train
178802,0,train
179493,0,train
179614,0,train
179213,0,train
179536,0,train
179152,0,train
179367,0,train
178601,0,train
179040,0,train
178580,0,train
179196,0,train
179402,0,train
178853,0,train
179063,0,train
179518,0,train
178559,0,train
179171,0,train
179167,0,train
178949,0,train
178532,0,train
178375,0,train
178386,0,train
179485,0,train
179113,0,train
178688,0,train
178958,0,train
179482,0,train
178392,0,train
178390,0,train
178991,0,train
178605,0,train
178698,0,train
179505,0,train
178692,0,train
179354,0,train
178999,0,train
178618,0,train
179112,0,train
179050,0,train
179096,0,train
178510,0,train
179344,0,train
179009,0,train
178404,0,train
178411,0,train
178765,0,train
178933,0,train
178435,0,train
178719,0,train
179135,0,train
178967,0,train
178876,0,train
178746,0,train
179206,0,train
178537,0,train
178529,0,train
178389,0,train
179360,0,train
179458,0,train
178728,0,train
179512,0,train
178946,0,train
178419,0,train
178387,0,train
179045,0,train
179102,0,train
178460,0,train
179062,0,train
178557,0,train
178481,0,train
178862,0,train
179330,0,train
178539,0,train
179434,0,train
179449,0,train
179371,0,train
178803,0,train
179007,0,train
178957,0,train
179537,0,train
179095,0,train
179029,0,train
178415,0,train
179423,0,train
179372,0,train
178480,0,train
179420,0,train
178978,0,train
178373,0,train
178895,0,train
178428,0,train
179008,0,train
179436,0,train
179033,0,train
179328,0,train
178809,0,train
178549,0,train
178610,0,train
178894,0,train
179165,0,train
178996,0,train
179043,0,train
178361,0,train
179609,0,train
178827,0,train
178586,0,train
178684,0,train
179120,0,train
178564,0,train
178367,0,train
179068,0,train
178503,1,train
179086,1,train
179616,0,train
179548,0,train
179624,0,train
178546,0,train
179074,0,train
179146,0,train
179315,0,train
178950,0,train
179375,0,train
179590,0,train
179421,0,train
178897,0,train
178457,0,train
178363,0,train
178995,0,train
179498,0,train
179581,0,train
178959,0,train
178852,0,train
178901,0,train
178384,0,train
178942,0,train
179100,0,train
179500,0,train
178405,0,train
179048,0,train
179514,0,train
179209,0,train
179405,0,train
178804,0,train
178607,0,train
178397,0,train
178420,0,train
179027,0,train
178596,0,train
178777,0,train
178477,0,train
179398,0,train
179595,0,train
179084,0,train
178843,0,train
178579,0,train
179130,0,train
178721,0,train
178591,0,train
179504,0,train
178606,0,train
178733,0,train
178930,0,train
179193,0,train
179384,0,train
178432,0,train
178421,0,train
179099,0,train
179552,0,train
178475,0,train
178569,0,train
178907,0,train
178704,0,train
178952,0,train
179600,0,train
178811,0,train
178589,0,train
179516,0,train
178418,0,train
179381,0,train
179562,0,train
178745,0,train
179125,0,train
178814,0,train
178932,0,train
179555,0,train
178830,0,train
178571,0,train
179564,0,train
178771,0,train
179546,0,train
178615,0,train
179358,0,train
178905,0,train
178562,0,train
178816,0,train
178900,0,train
179199,0,train
179160,0,train
179018,0,train
179550,0,train
179115,0,train
179203,0,train
179495,0,train
179129,0,train
179065,0,train
178535,0,train
178948,0,train
178994,0,train
179028,0,train
178943,0,train
178599,0,train
178520,0,train
179509,0,train
178998,0,train
178781,0,train
179582,0,train
179148,0,train
178551,0,train
178595,0,train
179440,0,train
179486,0,train
178611,0,train
179014,0,train
178955,0,train
178751,0,train
178936,0,train
178849,0,train
178370,0,train
178812,0,train
178773,0,train
179461,0,train
178407,0,train
179389,0,train
178371,0,train
179471,0,train
179097,0,train
179625,0,train
179010,0,train
179355,0,train
178496,0,train
178567,0,train
179124,0,train
178754,0,train
179615,0,train
178847,0,train
178424,0,train
179011,0,train
179034,0,train
178360,0,train
178566,0,train
178956,0,train
179106,0,train
179620,0,train
178969,0,train
179087,0,train
179154,0,train
178840,0,train
178954,0,train
179035,0,train
178962,0,train
178741,0,train
178498,0,train
179476,0,train
179363,0,train
179070,0,train
179377,0,train
178429,0,train
179583,0,train
179392,0,train
179570,0,train
178494,0,train
179535,0,train
179579,0,train
178394,0,train
179353,0,train
178602,0,train
179447,0,train
179591,0,train
178478,0,train
179075,0,train
178414,0,train
179605,0,train
178768,0,train
178873,0,train
178922,0,train
178584,0,train
179151,0,train
178703,0,train
179457,0,train
179047,0,train
178575,0,train
179515,0,train
179598,0,train
178588,0,train
179059,0,train
179530,0,train
179111,0,train
179180,0,train
179352,0,train
178859,0,train
178823,0,train
179592,0,train
178731,0,train
179374,0,train
179563,0,train
179599,0,train
179156,0,train
178977,0,train
179508,0,train
178988,0,train
178796,0,train
179022,0,train
