cust_id,trans_date,trans_no,trade_amount_usd
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,330,4,2362.0
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,330,4,2835.0
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,390,4,4596.0
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,390,4,5970.0
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,390,4,876.0
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,390,4,1009.0
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,390,4,9231.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,55,0,52376.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,56,0,52376.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,60,0,73327.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,63,0,104752.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,68,0,104752.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,82,0,83802.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,154,1,50386.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,270,0,167604.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,271,0,104752.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,382,4,358306.0
0b040c4903ee8959f79b7f294cf01d1b1e2ac8240701bc2b8d7d309656a4cd07,392,4,20542.0
0b9e8ffba6e141079ea6dd6ab07fc3fca7167384b320ba93cc1335f8250bf855,224,3,1049.0
0c679405605ca5288e1230489975e02bd175ae939974270061b6b44c9b176247,285,3,5031.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,252,0,16329.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,256,0,45721.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,258,0,58172.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,260,0,70113.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,263,0,64704.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,266,0,47201.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,270,0,69806.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,272,0,71235.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,273,0,71541.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,287,0,73685.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,292,0,76828.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,294,0,86442.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,296,0,87768.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,299,0,88687.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,300,0,77563.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,301,0,89401.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,302,0,52151.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,312,0,89912.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,313,0,91034.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,316,0,92565.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,319,0,92871.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,329,0,87564.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,330,0,87768.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,334,0,87870.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,340,0,87768.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,343,0,89299.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,347,0,87768.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,350,0,89605.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,376,0,82461.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,382,0,84400.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,377,0,83278.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,378,0,83686.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,383,0,84707.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,384,0,85217.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,391,0,86033.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,392,0,85115.0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,393,0,86442.0
0ef49d08b4af68e9cb2b2aa63198699ee7dc7b5e1c4550244b97f635560b5920,244,4,3907.0
0ef49d08b4af68e9cb2b2aa63198699ee7dc7b5e1c4550244b97f635560b5920,393,4,75072.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,239,0,36743.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,242,0,36756.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,245,0,36822.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,249,0,36835.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,253,0,36878.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,257,0,36716.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,263,0,36696.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,272,0,55389.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,277,0,39208.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,280,0,36948.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,281,0,36895.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,284,0,36928.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,287,0,36969.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,288,0,37009.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,292,0,37009.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,293,0,33284.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,296,0,36915.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,312,0,55124.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,316,0,55025.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,326,0,36696.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,330,0,34625.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,334,0,36422.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,340,0,36151.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,343,0,36011.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,351,0,36088.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,363,0,39198.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,371,0,35486.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,375,0,35145.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,382,0,34988.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,379,0,35096.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,378,0,35160.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,384,0,33108.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,390,0,52228.0
1055d3fd1ce845e22dfe46868a85fd4903e75987f863ae236425fece3ddff2a5,392,0,34609.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,19,0,66004.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,20,0,66004.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,21,0,66004.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,22,0,38345.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,40,0,12572.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,42,0,16763.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,42,0,73338.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,43,0,16763.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,105,0,23049.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,118,0,26192.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,119,0,26192.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,123,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,125,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,127,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,131,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,133,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,134,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,138,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,139,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,141,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,146,0,31116.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,151,0,23049.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,152,0,23049.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,155,0,23573.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,158,0,23573.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,162,0,21687.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,160,0,23782.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,161,0,23992.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,163,0,22001.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,167,0,30383.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,169,0,22001.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,174,0,29859.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,175,0,29545.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,176,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,179,0,30173.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,180,0,29859.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,181,0,29964.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,183,0,24097.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,210,0,22001.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,214,0,22001.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,218,0,27240.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,223,0,27240.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,225,0,26192.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,228,0,26192.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,229,0,26192.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,230,0,26821.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,231,0,26611.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,232,0,26926.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,235,0,27240.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,236,0,27240.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,237,0,27240.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,239,0,27240.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,242,0,20954.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,245,0,33114.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,246,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,249,0,33526.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,250,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,251,0,30383.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,252,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,253,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,256,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,257,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,259,0,36669.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,263,0,34574.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,270,0,31431.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,271,0,35621.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,272,0,36311.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,273,0,35621.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,277,0,36669.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,278,0,36669.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,279,0,36669.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,280,0,35621.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,281,0,24097.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,284,0,35621.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,285,0,35621.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,286,0,35621.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,287,0,26192.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,288,0,36669.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,292,0,37717.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,293,0,36669.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,294,0,37717.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,295,0,37717.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,298,0,38764.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,299,0,34574.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,300,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,302,0,26192.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,312,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,313,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,314,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,316,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,319,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,327,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,328,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,329,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,337,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,340,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,347,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,351,0,27240.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,355,0,20954.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,363,0,18858.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,365,0,29335.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,370,0,28811.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,371,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,372,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,375,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,376,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,382,0,41907.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,379,0,41907.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,377,0,28287.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,378,0,41907.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,383,0,41907.0
10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,384,0,41907.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,315,0,18359.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,316,0,18251.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,319,0,18231.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,322,0,18231.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,326,0,18264.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,328,0,18450.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,329,0,18134.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,330,0,28973.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,335,0,18127.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,337,0,18069.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,342,0,17904.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,343,0,18477.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,344,0,18470.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,347,0,18418.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,349,0,18085.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,351,0,18578.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,355,0,17804.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,362,0,17655.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,370,0,17996.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,372,0,17917.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,382,0,18091.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,379,0,18178.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,377,0,17774.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,386,0,18060.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,390,0,18197.0
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,392,0,18252.0
11950d3762cf99e441d20a3f8df06ecd93f559a687b250a19314d493af252dbe,105,0,2014.0
11950d3762cf99e441d20a3f8df06ecd93f559a687b250a19314d493af252dbe,224,0,3020.0
11950d3762cf99e441d20a3f8df06ecd93f559a687b250a19314d493af252dbe,293,0,1812.0
11950d3762cf99e441d20a3f8df06ecd93f559a687b250a19314d493af252dbe,322,0,1913.0
11950d3762cf99e441d20a3f8df06ecd93f559a687b250a19314d493af252dbe,384,0,1510.0
127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,291,0,30580.0
127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,298,0,38207.0
127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,299,0,38565.0
127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,300,0,38915.0
127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,301,0,38817.0
127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,312,0,49163.0
127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,313,0,48931.0
