alert_key,cust_id,risk_rank,occupation_code,total_asset,AGE
365251,127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,1,18.0,36696.0,3
365253,fb832de21bafdfae18e043fa51952a719900b74b51924d48d5079fb64c690882,1,13.0,813170.0,5
365254,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1,12.0,923153.0,3
365262,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1,12.0,551366.0,2
365265,4974cd07394c019c0dc9ba01e949ac581e65e5aa74e4392dece7e8a1f292e6e3,1,17.0,53292.0,3
365267,bdda3ef79c5f052fd281c9f28f50a25977444eceaf9751e4595fcb6099a48ea0,3,19.0,1461122.0,4
365269,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1,17.0,294503.0,3
365270,79d786473c8bd09892c244c422fc0bdde79282cab9e927d78b4d3a601a8cde78,1,9.0,164103.0,3
365271,4a899510962b1fd4f1500a286c6cb13cc25fbdc7feb0cde028c02a32e4815676,3,19.0,220114.0,4
365272,462b0f3ea421c13cca6494f85b0f625dba44dae33a728544680d7e2212e92d8a,3,17.0,448648.0,3
365295,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,107638.0,3
365310,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1,17.0,245427.0,4
365313,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3,13.0,275318.0,2
365314,447ce7ab639f210af3e3abcb2bf04bf11f43d9594da1c5feb410fb77b5e438dc,1,19.0,4096159.0,4
365320,4baf11126c011bf8c3dd2a604a5c666443a3006075e5fab60b3d21673d07133a,1,18.0,237118.0,2
365322,6cf3b788fdae2916058b85337c61b7a96ee18095f3db46826ffa0858305598d6,1,12.0,348990.0,3
365324,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3,19.0,3256580.0,2
365325,6b3ae5c50adf8c7af4dd8526d53c6923dd64564ef89a55eda47921fe36d87f51,3,12.0,1517823.0,2
365326,df11307f6e8372f1ab198c8de7d1dadddc4fa244565bfdcce428e49437e8c1da,1,11.0,753667.0,2
365349,d9291b57348323579af55c4b60fbd3279243a503b0007af51141baa41b6253a1,2,19.0,208121.0,4
365383,9e5bc096317c8b6417c48800be0999238c7f7c4c088ebbc30f21d655069bf95e,3,3.0,172045.0,4
365384,82595ac69158ae08d34156784bdec0d9e2ca5b242b6d2a8542c040b98feb8bd1,1,19.0,1146543.0,7
365387,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1,2.0,46985.0,2
365407,74214c478dc6519fbefe4bc31693865bdcd698ab974b6435bb8fa842a3ed4fd8,3,15.0,136363.0,5
365408,ac95ff716804b90210f2540ec5cbda6834b11022a3dabc5d4b153cb6e667e744,1,4.0,38500.0,4
365409,6e04413e8cee21a2eeba593b67f76537bec46c94b01e623cb0568fd39bee337a,1,3.0,8445289.0,5
365410,f8ce663f765e2459578d285a032a16046fba0b2bba8e12cb1a28479198535c8c,1,19.0,231863.0,6
365413,b18c01a00520518b177d0f3e297e5e0072a5cec25e9097e81eda922b9f859cc8,1,19.0,7914.0,2
365414,c54db81eced4a10a4b3c4b70a8b516928adc8427bffe416f41b0dfa97bc90eb3,1,11.0,612508.0,5
365415,ba5297764e34bc79bc3a834c5886dd5bbe7bb1b2b81151a25ea2e032b4a63ff1,1,17.0,609746.0,5
365416,5dbfbc6b57567e2c945b0cb92c4e14be4211415f8e1d64527298a960c3fbe318,1,19.0,464295.0,4
365420,c8a5e1aaec04a6c3414816a59fdc62a368c8066b4544854eeeb897372376580e,1,12.0,2274309.0,2
365424,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3,12.0,461629.0,3
365429,7483b851dd4e695fdb92636883fb92c483cff2a9a308f0ca54de2c691478690c,1,17.0,1179963.0,4
365430,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3,19.0,235384.0,5
365431,4918ef8c57ddbbba9b7695cd75855d042cf60b718a5e89b2ccfd87b7a9f895ae,1,19.0,352801.0,4
365432,9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,1,9.0,876026.0,4
365434,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1,4.0,0.0,2
365436,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1,9.0,5845.0,4
365437,b8036895360ec76bac5d7c0b7d47aaa9b229057bd0e560f330bf31c62d52fd09,3,13.0,306.0,2
365438,ad69683d3035854d1431d0d485ac1a86c228887e9e239347500fceca327b10f7,1,12.0,264424.0,2
365439,7886f974a8e92a1dc9ba110b1bff8359ba666f3bf29146a0b0a68c350c9feffa,1,17.0,367.0,2
365440,163e6489fdbe03f70152d95cc39c914411ac9b808267a522def6bd86ff4c52b1,3,12.0,731431.0,4
365442,6bca6f93b8059ec294ad2379cc46471e360fbe95f0cd0379eca355aef290c0b6,1,18.0,647935.0,3
365443,7b1ea66e757368e4b4371100aad46609c47499811b62a80507ba4006f0bbab32,1,19.0,34605.0,3
365445,060e4307caae83b07b0a86dd3b77f3a7e77eb18fae2a361fa27857760ee8ad49,3,15.0,3553487.0,3
365447,9fb73750aaaa0d834c6c3eeee8ce093e0d4758a505351c9143eb66d521a0a151,1,17.0,0.0,3
365448,ad87180f85192a978637010ba153cd6a5e1d288d5f6bc8d34b6022600eb2fd62,1,14.0,228102.0,4
365457,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1,12.0,587278.0,3
365460,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1,5.0,715.0,3
365461,36586210d146ac7ed8b59044cb10bd599037a1d37d6ea1b8c7ec6d573ec082a8,1,3.0,250807.0,2
365462,eb7979dfa1892b9eda03b6a52cfc86f5a9865563149887e781fabd985c26d3e2,1,11.0,954989.0,3
365467,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1,9.0,144390.0,3
365468,28b0de4ba9ce66d6dcc2c569fb5095cea0c18ad31aa449dc840d7f884ff0c3c8,1,12.0,0.0,2
365534,4c40966e7f32460bf9541433df72a5e4317e697bbb6780dcc6d9283a6d29c471,1,19.0,1198.0,6
365558,5742b1dcfccc74572ee956591728bab60f3a931e3beb4ac17a3287c0ae2952ce,1,2.0,90070.0,5
365559,9586b80d3ad1d74c0a1efe792cae2ecd073243fb01ed33fa1f70867748596bd5,3,3.0,131819.0,6
365565,1a93961c8fa830a1f32f5316b44f4964d65397f0311b11d59b71b237f91fff21,2,9.0,40083.0,6
365569,5a54939c7a1313bf7ed2cefee28fbc18e3a906aaa6bf9ac49b5f0aea8cad19c0,1,12.0,1540647.0,5
365570,0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,1,15.0,158075.0,4
365578,3c57eb8ca74e5c1cf02cfd5403259931d2a7adb4f54cfcb332cd8684c4dd59ef,1,12.0,1565.0,3
365579,1729de666fbfd3bd42133e8226f5ade5709ef141d8e0b7fe7148cd455769d4ae,1,19.0,2057.0,2
365582,6b3a5c25d7aaaa94f1b88e8b5aa8345b5aae8cb5a97f881e0369392a3a66a21d,1,9.0,30313.0,3
365587,729f0353c588f73daa5510564873f1f54420c8ce351b070e9d043f59376daada,1,12.0,37169.0,3
365588,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3,17.0,650112.0,3
365589,8818561ed6ff5b9905b26a6b3cf9b61e2b9e3d62151ae4f024dcf812720b3000,1,17.0,750729.0,4
365591,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3,12.0,201.0,3
365594,de0bc4e8a2455b1403d12b721d8572388b5fc2d2e7ad28a4810f9eb83cfdb230,1,19.0,3094.0,3
365595,67657692d6856504a9ab96bae3bbb21effe7f59f8aa0a4f34b305c032b68e54e,1,2.0,225117.0,3
365597,d4fa544f203ee93bd9ef737bd663f2d7a4a681d16a75d473fe74663c7e9d9913,1,1.0,438874.0,2
365599,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1,17.0,47566.0,2
365602,3242c53bfe5a11c8e46fbb88181c6e1cb09ed0bad5cd557092dc7db5ea4dae1b,1,11.0,631865.0,2
365607,4c25176e47c8f7189e29c87077f3f45d4fef708134164285d9337efa93a829d2,1,4.0,16476.0,3
365608,d2279aa1a25386ef340416025d4b40a3fa2830023bd79b17b12fb5eafd93c973,1,14.0,386360.0,3
365609,74d19720e390aaa04dae7b6316c12c173d02faf512bdb4c09f5f3546d767f36c,1,19.0,203.0,3
365616,d413e74df0f4d9831ba04e480979144e0374b3a687d011a3aeb628acd9f9d7bd,1,18.0,865315.0,4
365617,6afb6e516ae596907b8170d1ee3d322f996d69d6bc123a55f3467cce792c16d9,1,5.0,284.0,2
365618,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1,18.0,261169.0,2
365619,8dd2e66e79e9f1f52cab342c0302a8b2b0f467f15b507ad63d91906c9957339f,1,19.0,0.0,2
365621,0b743eb8a5ee4592e79642a655993639a115e0760d1e3980b67f628a8aa614d7,1,12.0,122336.0,5
365704,35788aa5ee286c1a8031eb6e72209ba638fe5d9aa9a900cd7d74200cc17e545d,1,19.0,223.0,2
365728,ec54fcfb0dd25224426caa1fda78e3d3a8e0742860b8050d25a63a63275f46c4,1,19.0,19067.0,4
365731,48b347d793207932440297d978088d5aa2cb6792b769beb2774a772e55a566ad,1,12.0,80465.0,5
365732,89aea650c0c5838873e21792aae5790dcbb7668c3f12832039f3b6646721e0c4,1,17.0,374521.0,5
365733,9962a106822f50538f83cf3e8edb387cd42ed075ce6a9c1bf3b7e906d7affd34,2,19.0,0.0,4
365734,9ae2df3a1771be0435bdb6292d27ac2421824a57798c712b11c7b5f36e9f9094,1,19.0,576604.0,5
365735,5788816bf397c5bfbcd1eda0a3a4490688a480e0e37eb936ff8dd44dee53944b,1,16.0,324672.0,5
365739,3ad79de1c7169660001082ac8eb3d14e167d9c9d2a100b3e05d633ea2105e116,1,9.0,299455.0,4
365740,ab8c8fe9ca14b4f08634e55ba1830cffbe1a1daecdbe77dfacb0408d35265e3b,3,9.0,24243.0,5
365747,4178a6f364152e04f25d1f456c4441733d2bf11f088e48eb2b49c465094b9609,1,19.0,925465.0,4
365750,6a81ae48985c3ee14d66f1d1c32ca49dbd647aa2c84bd76b86c851a0c6bc46ef,1,9.0,297759.0,3
365751,d9572a61dfe0e42068daddb4a6cf2e3d7e4d94f13e255b7c4b2b09bee6e3a64c,1,9.0,341361.0,2
365753,84df4a8dc3eda08f815bd8e5613d769a291c9af828d15a9d7dd56351fe75382a,1,9.0,0.0,2
365756,f0da5db7c7151f8ef7fdb71e32fdb3b47a21136088cfe59f62a250afcae08877,2,19.0,375795.0,3
365759,bd47c67a9d9cdd26007df624ff2f0860526e1e09d3a409dbe11aaab7ddbfbd19,1,19.0,48113.0,3
365761,605be1af0245f872d8adc5b5e23cafb27a4de11247dd07d90ea0b79f1da191de,1,18.0,21189.0,3
365768,c62baab3b4829e0c15b13741548b58719a8c63b4b6a25b2213a688fe407cd91b,1,2.0,786.0,3
365769,b8cfc88cb10db943a81ed8219fde7dfcdfad98c20deab517f3cf02d1178a75ac,1,17.0,410036.0,2
365771,d965728f86144f30286f2eb7bcfe51d5cb2bc9c228accbdbc858136d710676a3,1,17.0,784077.0,4
365776,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3,12.0,1115397.0,3
365782,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,3,19.0,1553019.0,2
365783,ae53838cf3d7246ea10908c3cc66f91cd542ce382c3c903b94a19324f86e818d,1,13.0,288460.0,2
365784,d24d46c19002ab1f9a02801af5e4be6a154b3c5adc04172e372c16ca446d736b,1,17.0,34351.0,2
365800,82595ac69158ae08d34156784bdec0d9e2ca5b242b6d2a8542c040b98feb8bd1,1,19.0,1146543.0,7
365863,ac95ff716804b90210f2540ec5cbda6834b11022a3dabc5d4b153cb6e667e744,1,4.0,38500.0,4
365867,cdd50c23d3f96be5c5e9c4c62139638f2ff5039a2ee689e8a9e5654cad506cb4,1,17.0,65566.0,5
365869,4e4916c478a767bc0d5a24cfa2cd3e96b30ea8fcc7235079428c70739b822b70,1,1.0,497817.0,4
365875,c54db81eced4a10a4b3c4b70a8b516928adc8427bffe416f41b0dfa97bc90eb3,1,11.0,612508.0,5
365876,5dbfbc6b57567e2c945b0cb92c4e14be4211415f8e1d64527298a960c3fbe318,1,19.0,464295.0,4
365884,7483b851dd4e695fdb92636883fb92c483cff2a9a308f0ca54de2c691478690c,1,17.0,1179963.0,4
365885,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1,4.0,0.0,2
365888,b8036895360ec76bac5d7c0b7d47aaa9b229057bd0e560f330bf31c62d52fd09,3,13.0,306.0,2
365889,7c2181677a48136e27894287ec1f5c7eb14d762e1e14f46a0afd124e59e5a7be,1,12.0,1163793.0,2
365890,4a85cbda26d32afbd6e08c2bcfa0caf731ff70e1308eb627579fbc8eaf5a68e9,2,19.0,474240.0,4
365892,ad87180f85192a978637010ba153cd6a5e1d288d5f6bc8d34b6022600eb2fd62,1,14.0,228102.0,4
365900,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1,12.0,587278.0,3
365902,2b028673dcf058d2dd1c9652da17f5b4a3b8c14a7bd2e11154e7b567183eab3a,1,18.0,1746069.0,3
365904,95e7fa78370a8b9ca3e8ed35be05fc035951c9c9e6d4b455dcac2a1682359db9,1,9.0,1776822.0,3
365908,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1,5.0,715.0,3
365909,eb7979dfa1892b9eda03b6a52cfc86f5a9865563149887e781fabd985c26d3e2,1,11.0,954989.0,3
365910,7629f010080267f680a4ca9c6cac71c4d4d86933dcc7ed2f3625fde2c161e9de,1,18.0,174882.0,3
366002,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,107638.0,3
366058,5742b1dcfccc74572ee956591728bab60f3a931e3beb4ac17a3287c0ae2952ce,1,2.0,90070.0,5
366059,9586b80d3ad1d74c0a1efe792cae2ecd073243fb01ed33fa1f70867748596bd5,3,3.0,131819.0,6
366062,035e2ebcd5c23f4dd0f1fc81a1fca8afd3121f7431bb585fa99c22e1a7164dba,3,17.0,957022.0,4
366064,5a54939c7a1313bf7ed2cefee28fbc18e3a906aaa6bf9ac49b5f0aea8cad19c0,1,12.0,1540647.0,5
366066,0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,1,15.0,158075.0,4
366077,3c57eb8ca74e5c1cf02cfd5403259931d2a7adb4f54cfcb332cd8684c4dd59ef,1,12.0,1565.0,3
366078,1729de666fbfd3bd42133e8226f5ade5709ef141d8e0b7fe7148cd455769d4ae,1,19.0,2057.0,2
366081,6b3a5c25d7aaaa94f1b88e8b5aa8345b5aae8cb5a97f881e0369392a3a66a21d,3,9.0,30313.0,3
366082,2e74e8273d767f692e5f8febb95cb451ddac35b7923858cef1ebc216588f2272,3,9.0,158574.0,4
366085,a21187057b5df11165a5e67ed92658edf40aa85e0c7cd19d0b70150e22e7d1da,3,12.0,301015.0,3
366087,b1376e9558831e2bdd7456be697ffe67e7186a15c6c280db023cd790f1b975e9,3,18.0,942017.0,4
366088,729f0353c588f73daa5510564873f1f54420c8ce351b070e9d043f59376daada,1,12.0,37169.0,3
366089,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3,17.0,650112.0,3
366090,8818561ed6ff5b9905b26a6b3cf9b61e2b9e3d62151ae4f024dcf812720b3000,1,17.0,750729.0,4
366092,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3,12.0,201.0,3
366094,ce09702d0e1bb57e9dbcecdb4e4c7548044300d3a383386c08d7f0ea35036b11,1,1.0,1034.0,4
366095,0bb1320aa588057f5e2a6520bc0cbee708d248be9e1e8bfb7d051da91ad80ff4,3,9.0,41616.0,3
366097,de0bc4e8a2455b1403d12b721d8572388b5fc2d2e7ad28a4810f9eb83cfdb230,1,19.0,3094.0,3
366098,67657692d6856504a9ab96bae3bbb21effe7f59f8aa0a4f34b305c032b68e54e,1,2.0,225117.0,3
366100,7a0f52225c08808e07753ca0a975a08a22dce5dfbd6445223eed8c3a70ed84c3,3,12.0,1516480.0,3
366101,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1,17.0,47566.0,2
366104,b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,1,17.0,27303.0,2
366105,8219a35b62898b6da983fb2a15c8b714614c6bbb69efd644c52231f8bad1ed01,3,13.0,230.0,2
366107,3242c53bfe5a11c8e46fbb88181c6e1cb09ed0bad5cd557092dc7db5ea4dae1b,1,11.0,631865.0,2
366108,0405156b4d5a0104c6738d684fe707e4314b599576f0e471dff2cefc441ac1eb,1,12.0,74557.0,5
366109,26163a85564a006bc871b50727a78bd3ee52075f2680e47818f3867e7dee2f12,1,9.0,102159.0,4
366116,e4465248aa6a2afca05b0e5cf645c2dfda11cb03d189c9eb122d5f8697fac15c,3,12.0,2792520.0,3
366121,d413e74df0f4d9831ba04e480979144e0374b3a687d011a3aeb628acd9f9d7bd,1,18.0,865315.0,4
366124,6afb6e516ae596907b8170d1ee3d322f996d69d6bc123a55f3467cce792c16d9,1,5.0,284.0,2
366125,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1,18.0,261169.0,2
366126,8dd2e66e79e9f1f52cab342c0302a8b2b0f467f15b507ad63d91906c9957339f,1,19.0,0.0,2
366202,5a40fe184f064c57eb183b7fa4725c9b806f7f921bff3e58d281303a271d87bf,3,12.0,1167455.0,5
366205,896d9d0e42aeb57b8079f8ed5de8f31e860df0d6f30559c2c870143174cb9567,1,15.0,0.0,5
366207,235fc2d993edddded8510d46ebd3928382423b7e0d6a728c4f41bfe3b3aa9d34,1,14.0,1099.0,4
366239,bd173c7909e44bfae1c9350e14482568914d10d5e7ba382f7fff6cb60ef8e435,3,9.0,592200.0,4
366240,127189d3452b6e707329fd71bd84ea6eeb664bb311713a23806608608a3a80a7,1,18.0,36696.0,3
366242,7c71026161181c06643004caed6fe7d76df78be66a79e07a9e05e5a35ae850af,1,19.0,14272.0,4
366243,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1,12.0,923153.0,3
366247,9a5dad20c96f15618ad0bed59d743fd1b354c6c2648839072a78016198e79041,1,12.0,75097.0,4
366250,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3,12.0,1809276.0,2
366252,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1,12.0,551366.0,2
366257,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1,17.0,294503.0,3
366259,462b0f3ea421c13cca6494f85b0f625dba44dae33a728544680d7e2212e92d8a,3,17.0,448648.0,3
366263,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1,17.0,245427.0,4
366265,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3,13.0,275318.0,2
366273,6cf3b788fdae2916058b85337c61b7a96ee18095f3db46826ffa0858305598d6,1,12.0,348990.0,3
366275,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1,12.0,904.0,2
366276,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3,19.0,3256580.0,2
366277,b3d869c0049f4d31d39f8d27ed8d91a9d372f10e40a5a04ed5280c29ba5ba610,1,13.0,0.0,2
366278,6b3ae5c50adf8c7af4dd8526d53c6923dd64564ef89a55eda47921fe36d87f51,3,12.0,1517823.0,2
366490,049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,2,9.0,106575.0,5
366491,89aea650c0c5838873e21792aae5790dcbb7668c3f12832039f3b6646721e0c4,1,17.0,374521.0,5
366492,06be1ee7d2c0bd94fa522e7a255fcb128e23fd13e6ae70bb3207440b73c98b40,1,9.0,12845699.0,4
366495,3ad79de1c7169660001082ac8eb3d14e167d9c9d2a100b3e05d633ea2105e116,1,9.0,299455.0,4
366498,e1411b426b3ae15f46a3d8d097bfe3f32f458007558edc6653109f186d83cf71,1,17.0,2552228.0,4
366502,ca17bb70c7f77514a66819c9f904c17613be7901702c6d2f03d507776d1912d4,1,17.0,280586.0,4
366504,4178a6f364152e04f25d1f456c4441733d2bf11f088e48eb2b49c465094b9609,1,19.0,925465.0,4
366505,6a81ae48985c3ee14d66f1d1c32ca49dbd647aa2c84bd76b86c851a0c6bc46ef,1,9.0,297759.0,3
366509,bd47c67a9d9cdd26007df624ff2f0860526e1e09d3a409dbe11aaab7ddbfbd19,1,19.0,48113.0,3
366511,605be1af0245f872d8adc5b5e23cafb27a4de11247dd07d90ea0b79f1da191de,1,18.0,21189.0,3
366515,2432456794234739664c8615fa02904e03900ba460b71333bf139dfa757382a8,2,19.0,219353.0,4
366516,c62baab3b4829e0c15b13741548b58719a8c63b4b6a25b2213a688fe407cd91b,1,2.0,786.0,3
366517,b8cfc88cb10db943a81ed8219fde7dfcdfad98c20deab517f3cf02d1178a75ac,1,17.0,410036.0,2
366519,4f1fa319a199a7dea426efb9019f74fbccfd96293be8b771d4278f852a4ca7c8,1,9.0,81847.0,3
366523,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,3,19.0,1553019.0,2
366524,ae53838cf3d7246ea10908c3cc66f91cd542ce382c3c903b94a19324f86e818d,1,13.0,288460.0,2
366526,d24d46c19002ab1f9a02801af5e4be6a154b3c5adc04172e372c16ca446d736b,1,17.0,34351.0,2
366598,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,107638.0,3
366624,aef74bc74f501a38eb1e1eb64fc8b747ffcc0bee5ff9accc30fc7108b10c9108,1,3.0,8237.0,2
366631,3597e49d7fa30dbb8e89a98316c58a70964ac6c6453b5ca45e2b0c77297a1304,1,19.0,1653262.0,7
366649,5742b1dcfccc74572ee956591728bab60f3a931e3beb4ac17a3287c0ae2952ce,1,2.0,90070.0,5
366650,9586b80d3ad1d74c0a1efe792cae2ecd073243fb01ed33fa1f70867748596bd5,3,3.0,131819.0,6
366654,0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,1,15.0,158075.0,4
366662,2703c0129bbcbb582566d48ed903e833dc26856f0e7dd74c13c18126c4007bfc,1,19.0,31432.0,4
366663,3c57eb8ca74e5c1cf02cfd5403259931d2a7adb4f54cfcb332cd8684c4dd59ef,1,12.0,1565.0,3
366665,50277fd7f0e0feb3956c68326f7e4121e0d3fa6b51b0d8067d4f72deb4945ce5,1,17.0,0.0,6
366666,1729de666fbfd3bd42133e8226f5ade5709ef141d8e0b7fe7148cd455769d4ae,1,19.0,2057.0,2
366668,6b3a5c25d7aaaa94f1b88e8b5aa8345b5aae8cb5a97f881e0369392a3a66a21d,3,9.0,30313.0,3
366672,9a56b2de3a0f5030a014b2a8ee165a6641b35325a23aa0842e35a034217c0cc7,1,9.0,808761.0,4
366673,b1376e9558831e2bdd7456be697ffe67e7186a15c6c280db023cd790f1b975e9,3,18.0,942017.0,4
366674,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3,17.0,650112.0,3
366676,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3,12.0,201.0,3
366678,1bdb765803ca8cc870ceff06923e682551c72880e242e71e5bad3ad8dec8ede3,2,18.0,249612.0,4
366680,bc8a76c9f08d784f88db9e5d38f364fbf8af14339a5a4779eac3df9ad27e56ec,1,12.0,20377.0,3
366682,b6f594909afde36b182e825a982b1c3095c2ea2e3d3c3f2e5d44a514a0c3df91,1,9.0,687945.0,4
366683,72ec6b14d252f886f351a41f1be683552b7bc84fd942ae41c0f9f96d862713d1,1,19.0,95472.0,3
366684,29465e1734bb94ff88d458cf9a817c4d72e8774472535e3f3fa1aacfba3b2969,1,19.0,0.0,4
366686,de0bc4e8a2455b1403d12b721d8572388b5fc2d2e7ad28a4810f9eb83cfdb230,1,19.0,3094.0,3
366687,67657692d6856504a9ab96bae3bbb21effe7f59f8aa0a4f34b305c032b68e54e,1,2.0,225117.0,3
366688,7a0f52225c08808e07753ca0a975a08a22dce5dfbd6445223eed8c3a70ed84c3,3,12.0,1516480.0,3
366689,d4fa544f203ee93bd9ef737bd663f2d7a4a681d16a75d473fe74663c7e9d9913,1,1.0,438874.0,2
366691,67cf30fb9c44763d8967cf4f36446565551169efd36b2dbc9fd3ef6f7c286670,1,1.0,5366.0,2
