alert_key,date,set_name,day_of_year,month_of_year
172515,5,train,5,4
172047,5,train,5,4
172377,5,train,5,4
172240,5,train,5,4
172507,5,train,5,4
172626,5,train,5,4
172053,5,train,5,4
172023,5,train,5,4
172035,5,train,5,4
172611,5,train,5,4
172027,5,train,5,4
172061,5,train,5,4
172510,5,train,5,4
172381,5,train,5,4
172596,5,train,5,4
172523,5,train,5,4
172490,5,train,5,4
172016,5,train,5,4
172514,5,train,5,4
172355,5,train,5,4
172431,5,train,5,4
172042,5,train,5,4
172554,5,train,5,4
172517,5,train,5,4
172489,5,train,5,4
172612,5,train,5,4
172715,5,train,5,4
172201,5,train,5,4
172548,5,train,5,4
172238,5,train,5,4
172544,5,train,5,4
172461,5,train,5,4
172635,5,train,5,4
172029,5,train,5,4
172011,5,train,5,4
172002,5,train,5,4
172660,5,train,5,4
171984,5,train,5,4
172389,5,train,5,4
172012,5,train,5,4
172038,5,train,5,4
172003,5,train,5,4
172176,5,train,5,4
171970,5,train,5,4
172512,5,train,5,4
172198,5,train,5,4
171959,5,train,5,4
172557,5,train,5,4
172255,5,train,5,4
172248,5,train,5,4
172009,5,train,5,4
172659,5,train,5,4
172485,5,train,5,4
172225,5,train,5,4
172456,5,train,5,4
172666,5,train,5,4
172498,5,train,5,4
172058,5,train,5,4
172671,5,train,5,4
172228,5,train,5,4
172497,5,train,5,4
172670,5,train,5,4
172520,5,train,5,4
171996,5,train,5,4
172384,5,train,5,4
172555,5,train,5,4
171961,5,train,5,4
172242,5,train,5,4
172470,5,train,5,4
172208,5,train,5,4
172471,5,train,5,4
172656,5,train,5,4
172211,5,train,5,4
172245,5,train,5,4
172224,5,train,5,4
172387,5,train,5,4
172229,5,train,5,4
171986,5,train,5,4
172436,5,train,5,4
172375,5,train,5,4
172368,5,train,5,4
172643,5,train,5,4
172026,5,train,5,4
172251,5,train,5,4
172540,5,train,5,4
172529,5,train,5,4
172553,5,train,5,4
172634,5,train,5,4
172353,5,train,5,4
172040,5,train,5,4
172513,5,train,5,4
172663,5,train,5,4
171997,5,train,5,4
172492,5,train,5,4
172477,5,train,5,4
172230,5,train,5,4
172199,5,train,5,4
172365,5,train,5,4
172472,5,train,5,4
172549,5,train,5,4
172219,5,train,5,4
173986,6,train,6,4
172910,6,train,6,4
172906,6,train,6,4
173935,6,train,6,4
173232,6,train,6,4
173270,6,train,6,4
172919,6,train,6,4
173514,6,train,6,4
173875,6,train,6,4
173933,6,train,6,4
173814,6,train,6,4
173813,6,train,6,4
173572,6,train,6,4
173940,6,train,6,4
173526,6,train,6,4
172826,6,train,6,4
173224,6,train,6,4
173547,6,train,6,4
173616,6,train,6,4
173528,6,train,6,4
173191,6,train,6,4
173569,6,train,6,4
173249,6,train,6,4
173311,6,train,6,4
172812,6,train,6,4
172858,6,train,6,4
172900,6,train,6,4
172943,6,train,6,4
173278,6,train,6,4
172934,6,train,6,4
173521,6,train,6,4
173943,6,train,6,4
172881,6,train,6,4
173900,6,train,6,4
173911,6,train,6,4
172926,6,train,6,4
172885,6,train,6,4
172938,6,train,6,4
173272,6,train,6,4
173984,6,train,6,4
173294,6,train,6,4
173241,6,train,6,4
172873,6,train,6,4
173578,6,train,6,4
173934,6,train,6,4
173583,6,train,6,4
172891,6,train,6,4
172893,6,train,6,4
172855,6,train,6,4
173586,6,train,6,4
173281,6,train,6,4
173260,6,train,6,4
172947,6,train,6,4
173290,6,train,6,4
173929,6,train,6,4
173997,6,train,6,4
173611,6,train,6,4
173184,6,train,6,4
173495,6,train,6,4
172915,6,train,6,4
173529,6,train,6,4
173902,6,train,6,4
173298,6,train,6,4
172939,6,train,6,4
173176,6,train,6,4
173598,6,train,6,4
173846,6,train,6,4
173597,6,train,6,4
173905,6,train,6,4
173274,6,train,6,4
173815,6,train,6,4
173255,6,train,6,4
173516,6,train,6,4
172897,6,train,6,4
173496,6,train,6,4
173581,6,train,6,4
173593,6,train,6,4
173965,6,train,6,4
172886,6,train,6,4
173608,6,train,6,4
172932,6,train,6,4
172945,6,train,6,4
172901,6,train,6,4
173614,6,train,6,4
173931,6,train,6,4
173266,6,train,6,4
172918,6,train,6,4
174087,6,train,6,4
172814,6,train,6,4
173546,6,train,6,4
173982,6,train,6,4
172846,6,train,6,4
173849,6,train,6,4
172892,6,train,6,4
173619,6,train,6,4
172912,6,train,6,4
173612,6,train,6,4
173288,6,train,6,4
173280,6,train,6,4
173590,6,train,6,4
173955,6,train,6,4
173549,6,train,6,4
172898,6,train,6,4
173254,6,train,6,4
173948,6,train,6,4
173922,6,train,6,4
173279,6,train,6,4
173273,6,train,6,4
173295,6,train,6,4
172875,6,train,6,4
173300,6,train,6,4
173252,6,train,6,4
173835,6,train,6,4
173926,6,train,6,4
173595,6,train,6,4
172913,6,train,6,4
173927,6,train,6,4
172956,6,train,6,4
173952,6,train,6,4
173828,6,train,6,4
173235,6,train,6,4
173925,6,train,6,4
172928,6,train,6,4
173605,6,train,6,4
173234,6,train,6,4
173601,6,train,6,4
173173,6,train,6,4
172931,6,train,6,4
173958,6,train,6,4
173548,6,train,6,4
173959,6,train,6,4
173567,6,train,6,4
173256,6,train,6,4
173600,6,train,6,4
173505,6,train,6,4
173945,6,train,6,4
172883,6,train,6,4
173615,6,train,6,4
172905,6,train,6,4
173545,6,train,6,4
173627,6,train,6,4
172802,6,train,6,4
173164,6,train,6,4
172878,6,train,6,4
173517,6,train,6,4
172817,6,train,6,4
173856,6,train,6,4
172884,6,train,6,4
173269,6,train,6,4
173621,6,train,6,4
173206,6,train,6,4
172914,6,train,6,4
173592,6,train,6,4
173603,6,train,6,4
173596,6,train,6,4
172930,6,train,6,4
173641,6,train,6,4
172848,6,train,6,4
173622,6,train,6,4
173513,6,train,6,4
173857,6,train,6,4
173570,6,train,6,4
173172,6,train,6,4
173265,6,train,6,4
173177,6,train,6,4
173226,6,train,6,4
172909,6,train,6,4
173962,6,train,6,4
173267,6,train,6,4
173225,6,train,6,4
173920,6,train,6,4
173818,6,train,6,4
173908,6,train,6,4
173877,6,train,6,4
172955,6,train,6,4
173518,6,train,6,4
173599,6,train,6,4
174522,7,train,7,4
174628,7,train,7,4
174511,7,train,7,4
174491,7,train,7,4
174227,7,train,7,4
174531,7,train,7,4
174524,7,train,7,4
174233,7,train,7,4
174681,7,train,7,4
174544,7,train,7,4
174728,7,train,7,4
174346,7,train,7,4
174646,7,train,7,4
174242,7,train,7,4
174318,7,train,7,4
174475,7,train,7,4
174670,7,train,7,4
174342,7,train,7,4
174234,7,train,7,4
174323,7,train,7,4
174664,7,train,7,4
174239,7,train,7,4
174344,7,train,7,4
174590,7,train,7,4
174251,7,train,7,4
174253,7,train,7,4
174350,7,train,7,4
174694,7,train,7,4
174662,7,train,7,4
174254,7,train,7,4
174326,7,train,7,4
174298,7,train,7,4
174332,7,train,7,4
174534,7,train,7,4
174533,7,train,7,4
174345,7,train,7,4
174492,7,train,7,4
174341,7,train,7,4
174202,7,train,7,4
174543,7,train,7,4
174679,7,train,7,4
174245,7,train,7,4
174532,7,train,7,4
174526,7,train,7,4
174680,7,train,7,4
174497,7,train,7,4
174514,7,train,7,4
174327,7,train,7,4
174677,7,train,7,4
174231,7,train,7,4
174240,7,train,7,4
174353,7,train,7,4
174519,7,train,7,4
174338,7,train,7,4
174255,7,train,7,4
174686,7,train,7,4
174211,7,train,7,4
174334,7,train,7,4
174674,7,train,7,4
174539,7,train,7,4
174667,7,train,7,4
174596,7,train,7,4
174329,7,train,7,4
174241,7,train,7,4
174261,7,train,7,4
174656,7,train,7,4
174663,7,train,7,4
174336,7,train,7,4
174247,7,train,7,4
174322,7,train,7,4
174248,7,train,7,4
174518,7,train,7,4
174541,7,train,7,4
174493,7,train,7,4
174547,7,train,7,4
174528,7,train,7,4
174246,7,train,7,4
174339,7,train,7,4
174545,7,train,7,4
174685,7,train,7,4
174551,7,train,7,4
174689,7,train,7,4
174658,7,train,7,4
174986,8,train,8,4
175136,8,train,8,4
174847,8,train,8,4
174996,8,train,8,4
175146,8,train,8,4
175110,8,train,8,4
175143,8,train,8,4
175277,8,train,8,4
174984,8,train,8,4
175135,8,train,8,4
174987,8,train,8,4
175260,8,train,8,4
175285,8,train,8,4
175276,8,train,8,4
175279,8,train,8,4
174829,8,train,8,4
174998,8,train,8,4
174857,8,train,8,4
175274,8,train,8,4
174991,8,train,8,4
175266,8,train,8,4
175255,8,train,8,4
174844,8,train,8,4
174862,8,train,8,4
174840,8,train,8,4
175262,8,train,8,4
174992,8,train,8,4
175290,8,train,8,4
175264,8,train,8,4
174837,8,train,8,4
175263,8,train,8,4
175324,8,train,8,4
174997,8,train,8,4
174849,8,train,8,4
175041,8,train,8,4
174863,8,train,8,4
175131,8,train,8,4
174995,8,train,8,4
174988,8,train,8,4
174957,8,train,8,4
175250,8,train,8,4
175281,8,train,8,4
175253,8,train,8,4
174993,8,train,8,4
175247,8,train,8,4
175004,8,train,8,4
175010,8,train,8,4
175045,8,train,8,4
174838,8,train,8,4
174833,8,train,8,4
174834,8,train,8,4
175225,8,train,8,4
175120,8,train,8,4
175273,8,train,8,4
175271,8,train,8,4
175043,8,train,8,4
175000,8,train,8,4
175227,8,train,8,4
174851,8,train,8,4
175142,8,train,8,4
174839,8,train,8,4
175251,8,train,8,4
175134,8,train,8,4
175049,8,train,8,4
175278,8,train,8,4
175265,8,train,8,4
175127,8,train,8,4
175003,8,train,8,4
174855,8,train,8,4
174976,8,train,8,4
174852,8,train,8,4
174952,8,train,8,4
175044,8,train,8,4
174859,8,train,8,4
175144,8,train,8,4
175140,8,train,8,4
175283,8,train,8,4
175132,8,train,8,4
174812,8,train,8,4
174979,8,train,8,4
175280,8,train,8,4
175124,8,train,8,4
175118,8,train,8,4
174867,8,train,8,4
174802,8,train,8,4
175130,8,train,8,4
177193,11,train,11,4
176199,11,train,11,4
176823,11,train,11,4
177664,11,train,11,4
176115,11,train,11,4
175628,11,train,11,4
176550,11,train,11,4
176205,11,train,11,4
176331,11,train,11,4
177562,11,train,11,4
177168,11,train,11,4
176280,11,train,11,4
175862,11,train,11,4
177649,11,train,11,4
176363,11,train,11,4
176352,11,train,11,4
177354,11,train,11,4
177284,11,train,11,4
175763,11,train,11,4
177297,11,train,11,4
177648,11,train,11,4
175415,11,train,11,4
176010,11,train,11,4
175813,11,train,11,4
177440,11,train,11,4
175979,11,train,11,4
175900,11,train,11,4
176953,11,train,11,4
176654,11,train,11,4
176966,11,train,11,4
177396,11,train,11,4
176438,11,train,11,4
177567,11,train,11,4
175988,11,train,11,4
175869,11,train,11,4
175931,11,train,11,4
176226,11,train,11,4
175854,11,train,11,4
176039,11,train,11,4
176006,11,train,11,4
176173,11,train,11,4
176464,11,train,11,4
177229,11,train,11,4
177590,11,train,11,4
175446,11,train,11,4
177441,11,train,11,4
176195,11,train,11,4
175525,11,train,11,4
177282,11,train,11,4
177100,11,train,11,4
176361,11,train,11,4
177644,11,train,11,4
177018,11,train,11,4
176279,11,train,11,4
176579,11,train,11,4
177190,11,train,11,4
177324,11,train,11,4
175955,11,train,11,4
177074,11,train,11,4
177149,11,train,11,4
175466,11,train,11,4
175649,11,train,11,4
176404,11,train,11,4
176551,11,train,11,4
176344,11,train,11,4
177355,11,train,11,4
176997,11,train,11,4
176087,11,train,11,4
175770,11,train,11,4
176679,11,train,11,4
175960,11,train,11,4
176866,11,train,11,4
175410,11,train,11,4
175526,11,train,11,4
177412,11,train,11,4
176225,11,train,11,4
176135,11,train,11,4
176920,11,train,11,4
175426,11,train,11,4
175902,11,train,11,4
177479,11,train,11,4
175855,11,train,11,4
175630,11,train,11,4
176648,11,train,11,4
177136,11,train,11,4
177020,11,train,11,4
175684,11,train,11,4
176749,11,train,11,4
177431,11,train,11,4
176678,11,train,11,4
176789,11,train,11,4
176891,11,train,11,4
177426,11,train,11,4
175858,11,train,11,4
176996,11,train,11,4
176001,11,train,11,4
177585,11,train,11,4
176313,11,train,11,4
177374,11,train,11,4
175604,11,train,11,4
177362,11,train,11,4
176769,11,train,11,4
175973,11,train,11,4
176970,11,train,11,4
176553,11,train,11,4
177553,11,train,11,4
176067,11,train,11,4
175699,11,train,11,4
177415,11,train,11,4
176637,11,train,11,4
177638,11,train,11,4
177606,11,train,11,4
177162,11,train,11,4
175883,11,train,11,4
176152,11,train,11,4
176415,11,train,11,4
176978,11,train,11,4
177406,11,train,11,4
177463,11,train,11,4
176392,11,train,11,4
176557,11,train,11,4
175459,11,train,11,4
177375,11,train,11,4
177571,11,train,11,4
177054,11,train,11,4
175613,11,train,11,4
177443,11,train,11,4
175948,11,train,11,4
175904,11,train,11,4
175486,11,train,11,4
176270,11,train,11,4
177087,11,train,11,4
177618,11,train,11,4
177086,11,train,11,4
177013,11,train,11,4
176099,11,train,11,4
175820,11,train,11,4
177222,11,train,11,4
176695,11,train,11,4
175901,11,train,11,4
177383,11,train,11,4
176274,11,train,11,4
175571,11,train,11,4
176806,11,train,11,4
177624,11,train,11,4
176409,11,train,11,4
177623,11,train,11,4
176629,11,train,11,4
176941,11,train,11,4
176524,11,train,11,4
176826,11,train,11,4
176754,11,train,11,4
175841,11,train,11,4
176790,11,train,11,4
177042,11,train,11,4
175566,11,train,11,4
176809,11,train,11,4
175524,11,train,11,4
176901,11,train,11,4
176782,11,train,11,4
176592,11,train,11,4
177394,11,train,11,4
176706,11,train,11,4
175916,11,train,11,4
176306,11,train,11,4
177667,11,train,11,4
176760,11,train,11,4
176964,11,train,11,4
177598,11,train,11,4
176430,11,train,11,4
176193,11,train,11,4
176578,11,train,11,4
175859,11,train,11,4
176801,11,train,11,4
176958,11,train,11,4
177342,11,train,11,4
175643,11,train,11,4
176738,11,train,11,4
176091,11,train,11,4
175412,11,train,11,4
177135,11,train,11,4
175518,11,train,11,4
177263,11,train,11,4
175998,11,train,11,4
177563,11,train,11,4
175825,11,train,11,4
176574,11,train,11,4
177339,11,train,11,4
177565,11,train,11,4
176462,11,train,11,4
175683,11,train,11,4
177432,11,train,11,4
175582,11,train,11,4
176724,11,train,11,4
175819,11,train,11,4
177157,11,train,11,4
177409,11,train,11,4
175777,11,train,11,4
176018,11,train,11,4
177085,11,train,11,4
177121,11,train,11,4
175831,11,train,11,4
175420,11,train,11,4
175892,11,train,11,4
176652,11,train,11,4
177478,11,train,11,4
175734,11,train,11,4
176194,11,train,11,4
175477,11,train,11,4
176071,11,train,11,4
177388,11,train,11,4
175810,11,train,11,4
175455,11,train,11,4
175597,11,train,11,4
176643,11,train,11,4
176321,11,train,11,4
176980,11,train,11,4
176659,11,train,11,4
175464,11,train,11,4
177216,11,train,11,4
175636,11,train,11,4
177368,11,train,11,4
175444,11,train,11,4
177045,11,train,11,4
177345,11,train,11,4
177039,11,train,11,4
177358,11,train,11,4
177357,11,train,11,4
175538,11,train,11,4
176346,11,train,11,4
175843,11,train,11,4
176231,11,train,11,4
175991,11,train,11,4
175744,11,train,11,4
175867,11,train,11,4
177467,11,train,11,4
175958,11,train,11,4
175401,11,train,11,4
177050,11,train,11,4
176869,11,train,11,4
175978,11,train,11,4
176577,11,train,11,4
175474,11,train,11,4
176534,11,train,11,4
177256,11,train,11,4
176356,11,train,11,4
176086,11,train,11,4
176191,11,train,11,4
175774,11,train,11,4
175756,11,train,11,4
176456,11,train,11,4
175561,11,train,11,4
175510,11,train,11,4
177337,11,train,11,4
177022,11,train,11,4
177124,11,train,11,4
177209,11,train,11,4
177628,11,train,11,4
176632,11,train,11,4
176292,11,train,11,4
175626,11,train,11,4
175697,11,train,11,4
176424,11,train,11,4
176007,11,train,11,4
177171,11,train,11,4
176444,11,train,11,4
177651,11,train,11,4
176343,11,train,11,4
177402,11,train,11,4
176736,11,train,11,4
175563,11,train,11,4
176792,11,train,11,4
177420,11,train,11,4
177276,11,train,11,4
177316,11,train,11,4
176207,11,train,11,4
176763,11,train,11,4
176714,11,train,11,4
175504,11,train,11,4
177030,11,train,11,4
176733,11,train,11,4
176089,11,train,11,4
176182,11,train,11,4
175738,11,train,11,4
175549,11,train,11,4
177134,11,train,11,4
177228,11,train,11,4
177180,11,train,11,4
176918,11,train,11,4
177083,11,train,11,4
177390,11,train,11,4
176398,11,train,11,4
177203,11,train,11,4
176020,11,train,11,4
175799,11,train,11,4
176540,11,train,11,4
175516,11,train,11,4
177166,11,train,11,4
176253,11,train,11,4
175924,11,train,11,4
176988,11,train,11,4
176799,11,train,11,4
176241,11,train,11,4
177630,11,train,11,4
175897,11,train,11,4
176814,11,train,11,4
175632,11,train,11,4
177607,11,train,11,4
175772,11,train,11,4
177313,11,train,11,4
176301,11,train,11,4
176467,11,train,11,4
176967,11,train,11,4
176121,11,train,11,4
176771,11,train,11,4
176230,11,train,11,4
176170,11,train,11,4
177447,11,train,11,4
176735,11,train,11,4
176975,11,train,11,4
175400,11,train,11,4
176373,11,train,11,4
176248,11,train,11,4
177197,11,train,11,4
176428,11,train,11,4
177561,11,train,11,4
176751,11,train,11,4
177661,11,train,11,4
177382,11,train,11,4
175944,11,train,11,4
175912,11,train,11,4
177395,11,train,11,4
177459,11,train,11,4
177537,11,train,11,4
176628,11,train,11,4
176340,11,train,11,4
175798,11,train,11,4
177436,11,train,11,4
176353,11,train,11,4
176597,11,train,11,4
177163,11,train,11,4
177569,11,train,11,4
177035,11,train,11,4
176960,11,train,11,4
177391,11,train,11,4
177361,11,train,11,4
177301,11,train,11,4
176610,11,train,11,4
176516,11,train,11,4
176129,11,train,11,4
175556,11,train,11,4
175590,11,train,11,4
176487,11,train,11,4
175589,11,train,11,4
176747,11,train,11,4
176412,11,train,11,4
177643,11,train,11,4
177060,11,train,11,4
177000,11,train,11,4
175620,11,train,11,4
175478,11,train,11,4
176002,11,train,11,4
176397,11,train,11,4
177173,11,train,11,4
176138,11,train,11,4
175505,11,train,11,4
175411,11,train,11,4
176959,11,train,11,4
176166,11,train,11,4
176650,11,train,11,4
175617,11,train,11,4
175577,11,train,11,4
176744,11,train,11,4
177435,11,train,11,4
176661,11,train,11,4
176186,11,train,11,4
176753,11,train,11,4
177632,11,train,11,4
176085,11,train,11,4
176860,11,train,11,4
176595,11,train,11,4
176768,11,train,11,4
177107,11,train,11,4
177062,11,train,11,4
177633,11,train,11,4
175595,11,train,11,4
176772,11,train,11,4
177338,11,train,11,4
176585,11,train,11,4
175552,11,train,11,4
177231,11,train,11,4
175826,11,train,11,4
176033,11,train,11,4
177341,11,train,11,4
176425,11,train,11,4
176741,11,train,11,4
175422,11,train,11,4
175427,11,train,11,4
176003,11,train,11,4
175785,11,train,11,4
176440,11,train,11,4
177206,11,train,11,4
175492,11,train,11,4
175507,11,train,11,4
177578,11,train,11,4
176158,11,train,11,4
177445,11,train,11,4
175815,11,train,11,4
177438,11,train,11,4
176399,11,train,11,4
177048,11,train,11,4
177695,11,train,11,4
175433,11,train,11,4
175863,11,train,11,4
177344,11,train,11,4
175928,11,train,11,4
176509,11,train,11,4
177642,11,train,11,4
177477,11,train,11,4
176293,11,train,11,4
176963,11,train,11,4
176798,11,train,11,4
176537,11,train,11,4
177275,11,train,11,4
177465,11,train,11,4
176247,11,train,11,4
177169,11,train,11,4
177413,11,train,11,4
175848,11,train,11,4
176188,11,train,11,4
175564,11,train,11,4
177379,11,train,11,4
176072,11,train,11,4
176776,11,train,11,4
177200,11,train,11,4
176228,11,train,11,4
176992,11,train,11,4
177017,11,train,11,4
177145,11,train,11,4
175853,11,train,11,4
177277,11,train,11,4
176536,11,train,11,4
175470,11,train,11,4
176322,11,train,11,4
175735,11,train,11,4
176053,11,train,11,4
176324,11,train,11,4
176172,11,train,11,4
176221,11,train,11,4
176785,11,train,11,4
177365,11,train,11,4
176566,11,train,11,4
177186,11,train,11,4
176947,11,train,11,4
176868,11,train,11,4
177091,11,train,11,4
175646,11,train,11,4
175456,11,train,11,4
176641,11,train,11,4
176701,11,train,11,4
175847,11,train,11,4
176297,11,train,11,4
175929,11,train,11,4
176575,11,train,11,4
175745,11,train,11,4
175541,11,train,11,4
176332,11,train,11,4
177476,11,train,11,4
177620,11,train,11,4
175452,11,train,11,4
177212,11,train,11,4
175431,11,train,11,4
176163,11,train,11,4
176445,11,train,11,4
176717,11,train,11,4
175651,11,train,11,4
175635,11,train,11,4
176403,11,train,11,4
175553,11,train,11,4
176391,11,train,11,4
177287,11,train,11,4
176426,11,train,11,4
175521,11,train,11,4
177451,11,train,11,4
176824,11,train,11,4
175959,11,train,11,4
176238,11,train,11,4
177613,11,train,11,4
177400,11,train,11,4
175896,11,train,11,4
176502,11,train,11,4
176933,11,train,11,4
177576,11,train,11,4
176154,11,train,11,4
176609,11,train,11,4
176546,11,train,11,4
176740,11,train,11,4
176521,11,train,11,4
177389,11,train,11,4
176275,11,train,11,4
177416,11,train,11,4
176525,11,train,11,4
175726,11,train,11,4
177156,11,train,11,4
177138,11,train,11,4
176832,11,train,11,4
175701,11,train,11,4
176486,11,train,11,4
175752,11,train,11,4
176660,11,train,11,4
175572,11,train,11,4
177080,11,train,11,4
177176,11,train,11,4
177021,11,train,11,4
177480,11,train,11,4
175586,11,train,11,4
175491,11,train,11,4
176227,11,train,11,4
175779,11,train,11,4
176699,11,train,11,4
176204,11,train,11,4
176969,11,train,11,4
175969,11,train,11,4
176986,11,train,11,4
175907,11,train,11,4
177070,11,train,11,4
175555,11,train,11,4
177067,11,train,11,4
176766,11,train,11,4
176611,11,train,11,4
175413,11,train,11,4
176888,11,train,11,4
177434,11,train,11,4
177041,11,train,11,4
176943,11,train,11,4
177636,11,train,11,4
176024,11,train,11,4
175953,11,train,11,4
176023,11,train,11,4
176219,11,train,11,4
175845,11,train,11,4
176389,11,train,11,4
175581,11,train,11,4
175935,11,train,11,4
176598,11,train,11,4
175737,11,train,11,4
176904,11,train,11,4
176120,11,train,11,4
177109,11,train,11,4
175967,11,train,11,4
177068,11,train,11,4
176066,11,train,11,4
175930,11,train,11,4
177114,11,train,11,4
175432,11,train,11,4
177656,11,train,11,4
176581,11,train,11,4
177078,11,train,11,4
177356,11,train,11,4
175447,11,train,11,4
176063,11,train,11,4
176385,11,train,11,4
175488,11,train,11,4
177591,11,train,11,4
176476,11,train,11,4
176555,11,train,11,4
176040,11,train,11,4
175974,11,train,11,4
175927,11,train,11,4
177298,11,train,11,4
176185,11,train,11,4
176094,11,train,11,4
175540,11,train,11,4
176614,11,train,11,4
176414,11,train,11,4
175983,11,train,11,4
175824,11,train,11,4
175585,11,train,11,4
176441,11,train,11,4
176117,11,train,11,4
177602,11,train,11,4
177575,11,train,11,4
177373,11,train,11,4
177141,11,train,11,4
176591,11,train,11,4
177641,11,train,11,4
176362,11,train,11,4
176011,11,train,11,4
176791,11,train,11,4
175631,11,train,11,4
175811,11,train,11,4
176640,11,train,11,4
176616,11,train,11,4
176064,11,train,11,4
176041,11,train,11,4
175718,11,train,11,4
177154,11,train,11,4
177577,11,train,11,4
175608,11,train,11,4
177360,11,train,11,4
175964,11,train,11,4
177381,11,train,11,4
177405,11,train,11,4
176805,11,train,11,4
177594,11,train,11,4
177378,11,train,11,4
175551,11,train,11,4
177393,11,train,11,4
176926,11,train,11,4
176004,11,train,11,4
177175,11,train,11,4
177004,11,train,11,4
177428,11,train,11,4
175664,11,train,11,4
176690,11,train,11,4
175596,11,train,11,4
175742,11,train,11,4
175705,11,train,11,4
176990,11,train,11,4
176620,11,train,11,4
175913,11,train,11,4
176757,11,train,11,4
175838,11,train,11,4
176836,11,train,11,4
175498,11,train,11,4
176548,11,train,11,4
175602,11,train,11,4
176061,11,train,11,4
176811,11,train,11,4
177194,11,train,11,4
177133,11,train,11,4
177583,11,train,11,4
176005,11,train,11,4
175921,11,train,11,4
176713,11,train,11,4
176765,11,train,11,4
177654,11,train,11,4
175830,11,train,11,4
176715,11,train,11,4
177588,11,train,11,4
175999,11,train,11,4
176796,11,train,11,4
176294,11,train,11,4
176703,11,train,11,4
176314,11,train,11,4
177217,11,train,11,4
175493,11,train,11,4
175724,11,train,11,4
177223,11,train,11,4
177424,11,train,11,4
175467,11,train,11,4
177178,11,train,11,4
176694,11,train,11,4
176827,11,train,11,4
177564,11,train,11,4
175531,11,train,11,4
177311,11,train,11,4
176492,11,train,11,4
177329,11,train,11,4
176756,11,train,11,4
176189,11,train,11,4
177289,11,train,11,4
175987,11,train,11,4
175852,11,train,11,4
176894,11,train,11,4
176077,11,train,11,4
177057,11,train,11,4
176372,11,train,11,4
176952,11,train,11,4
176245,11,train,11,4
175527,11,train,11,4
176216,11,train,11,4
175648,11,train,11,4
176285,11,train,11,4
175802,11,train,11,4
176096,11,train,11,4
175780,11,train,11,4
176750,11,train,11,4
175490,11,train,11,4
176725,11,train,11,4
176685,11,train,11,4
176254,11,train,11,4
