cust_id,date,country,cur_type,amt
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,332.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,332.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,105.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,332.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,596.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,130,47,844.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,135,6,165.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,130,47,226.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,135,6,284.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,1501.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,135,6,657.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,447.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,135,6,15.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,294.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,905.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,3029.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,398,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,135,6,17.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,61,47,30.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,3029.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,135,6,802.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,135,6,75.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,398,53,13,2978.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,398,53,13,597.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,3029.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,398,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,398,53,13,294.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,398,53,13,2978.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,3029.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,398,53,13,899.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,3029.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,135,6,17.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,606.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,2984.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,53,13,3029.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,135,6,237.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,397,135,6,237.0
